cname; iso2; iso3; year; eminq0; eminq1; eminq2; eminq3; eminq4; eminq5;
Luxembourg; lu; lux; 2018; 29360434165.1525; 2472240.570392997; 1638629144.812106; 5056453367.67837; 8439403856.580374; 14223475555.51125;
Luxembourg; lu; lux; 2019; 28768848649.85646; -50746876.9109462; 1775541882.338394; 4638083815.607875; 8196900332.660359; 14209069496.16077;
Luxembourg; lu; lux; 2020; 32837219945.86102; 7628379.882626895; 2724469398.003619; 6332279850.122458; 9316483690.962246; 14456358626.89006;
Luxembourg; lu; lux; 2021; 38073031568.66767; 64866429.16505209; 3191711679.393577; 7388467598.008535; 10637499790.13818; 16790486071.96233;
Mali; ml; mli; 2011; 5928495974964.344; 172531364649.3919; 450105315990.0004; 753073459849.4044; 1347184301390.037; 3205601533085.51;
Mali; ml; mli; 2013; 8298087064072.888; 308619529769.7933; 696759846013.8224; 1095011390717.042; 1806712140795.937; 4390984156776.293;
Mali; ml; mli; 2014; 9305907733304.76; 546417538625.5424; 1044285802963.794; 1495737043052.436; 2116799223407.906; 4102668125255.082;
Mali; ml; mli; 2015; 11156755965859.28; 618482938168.5359; 1138764433980.052; 1817616992501.43; 2556636298938.287; 5025255302270.975;
Mali; ml; mli; 2016; 10923608658364.19; 602252598900.9297; 1169594853658.097; 1748982631319.842; 2476928526751.287; 4925850047734.037;
Mali; ml; mli; 2017; 12716971241752.23; 774617307733.3699; 1485257836267.099; 2110939121150.213; 2976833168451.55; 5369323808149.998;
Mali; ml; mli; 2018; 15253895517014.96; 872544165917.9656; 1613105086829.776; 2375787416111.653; 3565346218987.042; 6827112629168.522;
Mali; ml; mli; 2019; 14134355250593.81; 842271735997.7053; 1647979087836.408; 2212107436413.501; 3213373174359.644; 6218623815986.552;
Mali; ml; mli; 2020; 13702446305050.09; 763589081033.1152; 1674282890787.545; 2225380799362.665; 2955249814324.553; 6083943719542.217;
Mexico; mx; mex; 1984; 18899489993.61162; 884853340.7401123; 2007396288.009933; 2965536845.224564; 4294577393.494064; 8747126126.142944;
Mexico; mx; mex; 1989; 382001070542.4092; 16571340368.80326; 35055894091.68994; 56918128080.75122; 82097480387.43384; 191358227613.731;
Mexico; mx; mex; 1992; 814348004923.0057; 31836087726.92759; 72158288056.74352; 109506572909.2942; 168756827129.0553; 432090229100.9852;
Mexico; mx; mex; 1994; 1024797988901.635; 37081502757.99575; 86700818450.284; 139614013498.7859; 213112574492.4158; 548289079702.1536;
Mexico; mx; mex; 1996; 1437258580364.458; 60805433090.87524; 133678566270.918; 197573965593.5526; 302675503469.1872; 742525111939.925;
Mexico; mx; mex; 1998; 2226941811341.214; 75177196147.33206; 186369781274.624; 301993208529.4121; 485338830037.1738; 1178062795352.672;
Mexico; mx; mex; 2000; 3423031308276.503; 125534180507.998; 288134809667.6514; 461147356293.9766; 729316447622.0801; 1818898514184.797;
Mexico; mx; mex; 2002; 3892532380657.718; 126052641951.0117; 343343111836.4287; 549905612338.5977; 868496164246.4883; 2004734850285.191;
Mexico; mx; mex; 2004; 4503285055868.77; 140791622631.9896; 409370290650.3955; 629720661060.0762; 1001210062775.473; 2322192418750.836;
Mexico; mx; mex; 2005; 5120092009642.297; 200105990258.9695; 472558064557.5381; 717672912790.2656; 1132517604810.211; 2597237437225.313;
Mexico; mx; mex; 2006; 5919446168402.088; 252680071399.9062; 570844677114.9551; 870002267624.8711; 1308730832047.863; 2917188320214.492;
Mexico; mx; mex; 2008; 6701015656942.363; 198536705955.6696; 590023484674.2559; 926607627619.5352; 1509407425559.215; 3476440413133.688;
Mexico; mx; mex; 2010; 6475653297295.036; 166901400734.0851; 586445922456.1797; 964735520873.5254; 1483612248923.746; 3273958204307.5;
Mexico; mx; mex; 2012; 7356631348776.918; 215656671443.8868; 651493337857.6641; 1062356098812.57; 1710308813301.711; 3716816427361.086;
Mexico; mx; mex; 2014; 7769604980839.958; 236631927720.4543; 713808896901.6914; 1115706654145.57; 1722711436089.5; 3980746065982.742;
Mexico; mx; mex; 2016; 9839338275870.115; 322633645315.9719; 890803534121.1777; 1408779307995.027; 2139077512711.852; 5078044275726.086;
Mexico; mx; mex; 2018; 10834022896024.75; 385572419955.3351; 1061732723242.137; 1640510074670.922; 2482795268010.102; 5263412410146.258;
Mexico; mx; mex; 2020; 10708050977029.31; 347401883784.5088; 1039691930202.742; 1666518507474.77; 2474002264840.031; 5180436390727.258;
Mexico; mx; mex; 2022; 14236943659460.87; 515260262423.4622; 1472982920805.926; 2258044044883.266; 3339212502679.109; 6651443928669.109;
Netherlands; nl; nld; 1983; 171592493507.0159; 0; 10400822385.60099; 37186252173.64568; 48170543279.40968; 75834875668.3596;
Netherlands; nl; nld; 1987; 165778671481.0659; 0; 8971791227.52787; 36705236932.93841; 45409022916.00171; 74692620404.59798;
Netherlands; nl; nld; 1990; 224830801231.6037; 739311572.3921714; 16006845609.8718; 51290387105.72496; 63380451381.23439; 93413805562.38039;
Netherlands; nl; nld; 1993; 250211474569.3911; 696240990.2129778; 16410690715.69092; 56368068026.97596; 72394898682.02275; 104341576154.4884;
