cname,year,currency,varname,N,mean,sd,min,max
France,2010,978,dhi,54639,35653.36572782434,31372.39299164424,-264500,2033320
France,2010,978,min,54639,30388.92272480188,44883.35618902069,-258104.40625,2756082.75
France,2010,978,hitotal,54639,43612.19584527023,44031.28611831734,-258104.4099121094,2978872.837890625
France,2010,978,hpublic,54639,12971.81591903219,15055.20356354969,0,740360
France,2010,978,tax,54639,5853.571075605337,11642.43602030558,-9290,945030
France,2010,978,hxitax,54639,4815.600029283113,11212.64661048182,-9640,940870
France,2010,978,hxptax,54639,518.985523161112,488.0267512666118,0,6800
France,2010,978,hxotax,54639,518.985523161112,488.0267512666118,0,6800
France,2010,978,hxscont,54639,3143.230088162781,4321.782543056939,0,123518.32421875
France,2010,978,hxvcont,54639,0,0,0,0
France,2010,978,hipension,54639,10060.05033035012,15594.3748129097,0,740360
France,2010,978,hi31,54639,61.53498416881715,575.5442084285017,0,14810
France,2010,978,hi32,54639,0,0,0,0
France,2010,978,hipubsoc,54639,2911.765588682077,5220.503944347952,0,109930
France,2010,978,dhi,54639,35653.36572782434,31372.39299164424,-264500,2033320
France,2010,978,pwgt,54639,1127.123574735994,998.2312662896651,71,22550
France,2010,978,nhhmem1864,54638,1.360573227424137,1.033078001575266,0,8
France,2010,978,nhhmem,54639,2.279672029136697,1.286762790118253,1,12
France,2010,978,nhhmem65,54638,.4225447490757349,.6896422592765917,0,4
France,2010,978,nhhmem17,54638,.4965591712727406,.9206572302459067,0,9
France,2010,978,pitotal,124559,16280.8231343357,22499.90152529715,-66176.13720703125,1519491.875
France,2010,978,pxitax,124559,1144.077585722429,1766.255683265598,0,129830
France,2010,978,pxscont,124559,1378.808025009242,2607.4544600804,0,67090.1875
France,2010,978,pxvcont,124559,0,0,0,0
France,2010,978,pipension,124559,4385.944652734848,9713.576635876785,0,738380
France,2010,978,pi31,124559,0,0,0,0
France,2010,978,pi32,124559,0,0,0,0
France,2010,978,ppopwgt,124559,494.4235663420548,303.4146049061615,38,10673
France,2010,978,disabled,0,.,.,.,.
France,2010,978,age,124558,40.98651230751939,23.95845214228124,0,99
France,2011,978,dhi,56486,36778.95248373647,34687.46990520774,-115040,2651810
France,2011,978,min,56486,31951.70432283949,48286.03075302137,-134501.546875,3201626
France,2011,978,hitotal,56486,45306.5657055024,47692.03954249062,-112432.1337890625,3262675.954223633
France,2011,978,hpublic,56486,13097.64773572213,15695.4792733838,0,956030
France,2011,978,tax,56486,6277.262153453953,11697.18826973305,-5030,659160
France,2011,978,hxitax,56486,5196.16736890557,11230.94566336561,-6130,653100
France,2011,978,hxptax,56486,540.5473922741918,497.4784443530453,0,7900
France,2011,978,hxotax,56486,540.5473922741918,497.4784443530453,0,7900
France,2011,978,hxscont,56486,3331.445852860369,4597.2369301368,0,114803.8828125
France,2011,978,hxvcont,56486,0,0,0,0
France,2011,978,hipension,56486,10229.72612682789,16212.5854348008,0,956030
France,2011,978,hi31,56486,62.51726091420883,608.2616272185102,0,14710
France,2011,978,hi32,56486,0,0,0,0
France,2011,978,hipubsoc,56486,2867.921608894239,5253.898601611098,0,99000
France,2011,978,dhi,56486,36778.95248373647,34687.46990520774,-115040,2651810
France,2011,978,pwgt,56486,1095.401144608701,840.259564904024,150.2591400146484,20295.96875
France,2011,978,nhhmem1864,56486,1.361151435753992,1.028413807721293,0,8
France,2011,978,nhhmem,56486,2.286318733845555,1.294040015322355,1,15
France,2011,978,nhhmem65,56486,.4204404631236058,.6892227873884668,0,4
France,2011,978,nhhmem17,56486,.5047268349679567,.9289367962785622,0,11
France,2011,978,pitotal,129145,16905.21584607231,23598.91266197824,-139301.541015625,1262409.265625
France,2011,978,pxitax,129145,1192.184211545162,1844.46542346683,0,100020
France,2011,978,pxscont,129145,1457.122230397389,2773.690610441028,0,89641.7109375
France,2011,978,pxvcont,129145,0,0,0,0
France,2011,978,pipension,129145,4446.977893065934,10063.51780640947,0,942560
France,2011,978,pi31,129145,0,0,0,0
France,2011,978,pi32,129145,0,0,0,0
France,2011,978,ppopwgt,129145,479.1113016330478,230.8392394070609,69.34161237553475,7495.889587940629
France,2011,978,disabled,0,.,.,.,.
France,2011,978,age,129145,40.91291958651129,23.90502815005206,0,99
France,2012,978,dhi,56162,36900.35415399566,32630.62684199501,-557320,1473380
France,2012,978,min,56162,31961.47220301726,47589.77522013195,-554342.5625,2531905.25
France,2012,978,hitotal,56162,45796.87264203876,46582.09733060555,-550302.57421875,2542425.181640625
France,2012,978,hpublic,56162,13585.28221929418,16133.06542476002,0,970380
France,2012,978,tax,56162,6648.928813076457,12852.9316344905,-9410,1181470
France,2012,978,hxitax,56162,5527.124390157046,12377.27899987589,-9410,1174590
France,2012,978,hxptax,56162,560.9022114597059,515.169003640572,0,10800
France,2012,978,hxotax,56162,560.9022114597059,515.169003640572,0,10800
France,2012,978,hxscont,56162,3369.394097886053,4696.778340729225,0,123499.23828125
France,2012,978,hxvcont,56162,0,0,0,0
France,2012,978,hipension,56162,10631.71842170863,16683.35018937559,0,970380
France,2012,978,hi31,56162,65.26850895623375,638.9648931670414,0,14410
France,2012,978,hi32,56162,0,0,0,0
France,2012,978,hipubsoc,56162,2953.563797585556,5420.661683941594,0,135730
France,2012,978,dhi,56162,36900.35415399566,32630.62684199501,-557320,1473380
France,2012,978,pwgt,56162,1106.317492360781,877.5765484083818,151.8755340576172,33238.2109375
France,2012,978,nhhmem1864,56161,1.349513007247022,1.03636178408915,0,8
France,2012,978,nhhmem,56162,2.286439229372173,1.291789926541473,1,15
France,2012,978,nhhmem65,56161,.4354801374619398,.6972481302192604,0,4
France,2012,978,nhhmem17,56161,.5014689909367711,.9230366166022107,0,10
France,2012,978,pitotal,128411,17216.85939150214,25342.37194394156,-578088.3461914063,2308302.68359375
France,2012,978,pxitax,128411,1236.687433319575,2019.935545063422,0,201330
France,2012,978,pxscont,128411,1473.64253315897,2811.195451395005,0,118362.546875
France,2012,978,pxvcont,128411,0,0,0,0
France,2012,978,pipension,128411,4621.356114351574,10357.03049013202,0,956900
France,2012,978,pi31,128411,0,0,0,0
France,2012,978,pi32,128411,0,0,0,0
France,2012,978,ppopwgt,128411,483.8604403725985,263.6440853648359,48.4850073407607,22232.6480962567
France,2012,978,disabled,0,.,.,.,.
France,2012,978,age,128410,41.20777976793084,23.95757210612336,0,99
France,2013,978,dhi,50454,36911.86645260546,28646.46871708255,-136380,1023850
France,2013,978,min,50454,30933.47371583154,44080.80770166594,-112949.609375,2445974.25
France,2013,978,hitotal,50454,45892.46289766035,42494.98451016465,-111399.6105957031,2445974.238037109
France,2013,978,hpublic,50454,14699.85392634875,16522.70489059643,0,315600
France,2013,978,tax,50454,6697.912752209933,13235.01436352459,-6370,1177750
France,2013,978,hxitax,50454,5589.017917310818,12815.91966892332,-7490,1171210
France,2013,978,hxptax,50454,554.447417449558,490.3406279933714,0,8950
France,2013,978,hxotax,50454,554.447417449558,490.3406279933714,0,8950
France,2013,978,hxscont,50454,3391.578527744067,4940.523699356453,0,250914.2380371094
France,2013,978,hxvcont,50454,0,0,0,0
France,2013,978,hipension,50454,11738.62647163753,17186.43324549082,0,298750
France,2013,978,hi31,50454,66.03837158599913,653.3788620104831,0,14620
France,2013,978,hi32,50454,0,0,0,0
France,2013,978,hipubsoc,50454,2961.227454711222,5411.914975581756,0,91520
France,2013,978,dhi,50454,36911.86645260546,28646.46871708255,-136380,1023850
France,2013,978,pwgt,50454,1236.855174817195,1257.837384612309,91.39496612548828,57910.484375
France,2013,978,nhhmem1864,50454,1.316426844254172,1.038161942973211,0,7
France,2013,978,nhhmem,50454,2.277936338050501,1.277111192057542,1,11
France,2013,978,nhhmem65,50454,.4641653783644508,.7121094684335145,0,4
France,2013,978,nhhmem17,50454,.4973441154318786,.9207292417748145,0,8
France,2013,978,pitotal,114931,17428.78129519934,23789.75648037673,-52487.43115234375,2373342.0625
France,2013,978,pxitax,114931,1254.763814810625,1899.606843751144,0,188190
France,2013,978,pxscont,114931,1488.882051307299,2988.7886866994,0,248662.0625
France,2013,978,pxvcont,114931,0,0,0,0
France,2013,978,pipension,114931,5124.194168675118,10687.63233021793,0,285020
France,2013,978,pi31,114931,0,0,0,0
France,2013,978,pi32,114931,0,0,0,0
France,2013,978,ppopwgt,114931,542.9717917494227,408.2624820229888,18.27899269453646,24085.55985032295
France,2013,978,disabled,33823,.0714306832628685,.2575466983907144,0,1
France,2013,978,age,114931,41.90289826069555,24.20096879608356,0,99
France,2014,978,dhi,50096,37107.22572651963,32549.97519253498,-634280,2693040
France,2014,978,min,50096,31140.89390479519,51039.57279996738,-221044.703125,5033847
France,2014,978,hitotal,50096,46267.92719969663,49982.05612938519,-162414.700592041,5136447.1484375
France,2014,978,hpublic,50096,14869.43428617055,16695.72539636965,0,294520
France,2014,978,tax,50096,6826.471973810284,17321.07941279315,-56880,2422170
France,2014,978,hxitax,50096,5703.204647077611,16961.4379509971,-61580,2410950
France,2014,978,hxptax,50096,561.6336633663366,515.9346197042453,0,8310
France,2014,978,hxotax,50096,561.6336633663366,515.9346197042453,0,8310
France,2014,978,hxscont,50096,3457.496826099382,5118.595574836121,0,230194.09765625
France,2014,978,hxvcont,50096,0,0,0,0
France,2014,978,hipension,50096,11834.28776748643,17360.89539956132,0,292960
France,2014,978,hi31,50096,67.74213510060683,663.1474569156987,0,14730
France,2014,978,hi32,50096,0,0,0,0
France,2014,978,hipubsoc,50096,3035.146518684126,5554.187786054934,0,98280
France,2014,978,dhi,50096,37107.22572651963,32549.97519253498,-634280,2693040
France,2014,978,pwgt,50096,1252.894183077397,1127.551901911809,71.58924102783203,41806.9140625
France,2014,978,nhhmem1864,50096,1.302918396678377,1.036437784131493,0,8
France,2014,978,nhhmem,50096,2.267745927818588,1.27761227313864,1,14
France,2014,978,nhhmem65,50096,.468440594059406,.714417487276535,0,4
France,2014,978,nhhmem17,50096,.4963869370808048,.9204657148211043,0,9
France,2014,978,pitotal,113605,17630.75244043838,24559.42973308422,-226770.1437988281,2165135.75
France,2014,978,pxitax,113605,1259.851150917653,1963.158632673264,0,190020
France,2014,978,pxscont,113605,1524.640297524534,3082.157151488661,0,208037.3125
France,2014,978,pxvcont,113605,0,0,0,0
France,2014,978,pipension,113605,5188.65252409665,10778.98524436374,0,281510
France,2014,978,pi31,113605,0,0,0,0
France,2014,978,pi32,113605,0,0,0,0
France,2014,978,ppopwgt,113605,552.4843712781707,348.1306008713851,14.31784783684364,10758.60132451938
France,2014,978,disabled,33910,.075552934237688,.2642853536127446,0,1
France,2014,978,age,113605,41.96998371550548,24.24229783456509,0,99
France,2015,978,dhi,51144,37540.96765995846,31684.19788096594,-167420,2224070
France,2015,978,min,51144,31416.1061496701,47402.246908136,-200398.21875,3546009.5
France,2015,978,hitotal,51144,46753.30895200513,45925.23435575366,-161069.6379394531,3551119.623046875
France,2015,978,hpublic,51144,15081.37455028938,17183.90762025344,0,655020
France,2015,978,tax,51144,6890.568981698733,12817.0113628626,-11510,1303490
France,2015,978,hxitax,51144,5705.861880181448,12345.47527429867,-12550,1295310
France,2015,978,hxptax,51144,592.3535507586423,523.5111561449289,0,9150
France,2015,978,hxotax,51144,592.3535507586423,523.5111561449289,0,9150
France,2015,978,hxscont,51144,3506.479411865216,5053.463545603664,0,118734.734375
France,2015,978,hxvcont,51144,0,0,0,0
France,2015,978,hipension,51144,12061.32195369936,17632.22321122012,0,586630
France,2015,978,hi31,51144,66.71730799311747,662.2682130263829,0,17590
France,2015,978,hi32,51144,0,0,0,0
France,2015,978,hipubsoc,51144,3020.05259659002,6281.201696579574,0,655020
France,2015,978,dhi,51144,37540.96765995846,31684.19788096594,-167420,2224070
France,2015,978,pwgt,51144,1233.52852721224,1173.831864576582,145.5755310058594,47337.5078125
France,2015,978,nhhmem1864,51144,1.287423744720788,1.030163836064943,0,7
France,2015,978,nhhmem,51144,2.246793367745972,1.26562327810368,1,12
France,2015,978,nhhmem65,51144,.4747184420459878,.718243241554002,0,5
France,2015,978,nhhmem17,51144,.484651180979196,.9111212750923915,0,8
France,2015,978,pitotal,114910,18085.17033366417,23726.1131665768,-201058.2145996094,1124102.912109375
France,2015,978,pxitax,114910,1302.83326081281,1873.928232847563,0,98270
France,2015,978,pxscont,114910,1560.659499090023,3059.516654223266,0,118734.734375
France,2015,978,pxvcont,114910,0,0,0,0
France,2015,978,pipension,114910,5338.543729875555,11049.43253400518,0,578050
France,2015,978,pi31,114910,0,0,0,0
France,2015,978,pi32,114910,0,0,0,0
France,2015,978,ppopwgt,114910,549.0173440502791,364.8091980166398,33.86525575934328,9843.891822399484
France,2015,978,disabled,34408,.0764357126249709,.2656978475141207,0,1
France,2015,978,age,114910,42.40250630928553,24.18407136313584,0,99
France,2016,978,dhi,52174,37422.02284641568,28924.37384240964,-225150,1148700
France,2016,978,min,52174,31209.30791834357,44063.84299195935,-234724.3125,1801892.875
France,2016,978,hitotal,52174,46523.40287912028,42185.12917628818,-202464.3189697266,1801892.837646484
France,2016,978,hpublic,52174,15058.24491125848,17041.44227509664,0,482860
France,2016,978,tax,52174,6757.502204162993,11843.4639900042,-33510,769630
France,2016,978,hxitax,52174,5585.656073906543,11309.73086852601,-37730,756470
France,2016,978,hxptax,52174,585.9230651282248,544.457739642584,0,8920
France,2016,978,hxotax,52174,585.9230651282248,544.457739642584,0,8920
France,2016,978,hxscont,52174,3515.723958798055,5040.777629371534,0,128349.6796875
France,2016,978,hxvcont,52174,0,0,0,0
France,2016,978,hipension,52174,12055.31260781232,17716.24526666732,0,482860
France,2016,978,hi31,52174,63.26024456625905,631.5066040546697,0,16860
France,2016,978,hi32,52174,0,0,0,0
France,2016,978,hipubsoc,52174,3002.932303446161,5606.496693041859,0,158280
France,2016,978,dhi,52174,37422.02284641568,28924.37384240964,-225150,1148700
France,2016,978,pwgt,52174,1213.246482843272,1104.647864943551,150.0711364746094,27892.806640625
France,2016,978,nhhmem1864,52174,1.274197876336873,1.032666803951931,0,7
France,2016,978,nhhmem,52174,2.240272932878445,1.266464326507305,1,12
France,2016,978,nhhmem65,52174,.4808141986430023,.7212210182797985,0,4
France,2016,978,nhhmem17,52174,.4852608578985702,.9104180426571962,0,8
France,2016,978,pitotal,116884,18139.61792730589,23973.6133067223,-204204.3189697266,1610839.3828125
France,2016,978,pxitax,116884,1311.46358783067,1897.044060817185,0,140390
France,2016,978,pxscont,116884,1569.328409588393,3044.476451583783,0,122101.3515625
France,2016,978,pxvcont,116884,0,0,0,0
France,2016,978,pipension,116884,5352.942575544985,11058.84448019887,0,482860
France,2016,978,pi31,116884,0,0,0,0
France,2016,978,pi32,116884,0,0,0,0
France,2016,978,ppopwgt,116884,541.5619075663257,344.9317775355147,60.07103896713703,8558.504783283128
France,2016,978,disabled,34637,.0752952045500476,.2638708906599584,0,1
France,2016,978,age,116884,42.37908524691147,24.30658644140053,0,99
France,2017,978,dhi,51951,37485.38199457298,28924.83500072161,-330270,841940
France,2017,978,min,51951,31057.67065680303,44437.68958298258,-410490,1421279.875
France,2017,978,hitotal,51951,46575.00814712732,42121.2623087291,-319200,1421279.887695313
France,2017,978,hpublic,51951,15257.6104406075,16930.1531189357,0,262500
France,2017,978,tax,51951,6739.773632846336,11852.22639070459,-26210,686580
France,2017,978,hxitax,51951,5555.424534657658,11324.22989634067,-27810,669660
France,2017,978,hxptax,51951,592.1745490943389,546.6659369360203,0,9750
France,2017,978,hxotax,51951,592.1745490943389,546.6659369360203,0,9750
France,2017,978,hxscont,51951,3534.20161789668,5149.052671348724,0,138263.130859375
France,2017,978,hxvcont,51951,0,0,0,0
France,2017,978,hipension,51951,12249.31185155242,17620.99647608981,0,262500
France,2017,978,hi31,51951,68.59636965602202,670.2515616294414,0,19980
France,2017,978,hi32,51951,0,0,0,0
France,2017,978,hipubsoc,51951,3008.298589055071,5632.380110707847,0,87720
France,2017,978,dhi,51951,37485.38199457298,28924.83500072161,-330270,841940
France,2017,978,pwgt,51951,1221.711920957754,1142.292109333665,145.9693450927734,39234.3203125
France,2017,978,nhhmem1864,51951,1.246347519778253,1.031713157473857,0,7
France,2017,978,nhhmem,51951,2.220496236838559,1.264646363828271,1,12
France,2017,978,nhhmem65,51951,.4965255721737791,.7264972971244367,0,4
France,2017,978,nhhmem17,51951,.4776231448865277,.910189743261171,0,8
France,2017,978,pitotal,115357,18387.06847656762,24098.71773713114,-239987.6798706055,1128830.70703125
France,2017,978,pxitax,115357,1326.382880969512,1902.327430428776,0,97880
France,2017,978,pxscont,115357,1591.626934224628,3112.695845304607,0,127329.3046875
France,2017,978,pxvcont,115357,0,0,0,0
France,2017,978,pipension,115357,5485.582582764809,11006.51030262018,0,262500
France,2017,978,pi31,115357,0,0,0,0
France,2017,978,pi32,115357,0,0,0,0
France,2017,978,ppopwgt,115357,550.1976993770561,355.0786386460999,29.19386983630941,9191.846596090403
France,2017,978,disabled,35062,.0764930694198848,.26578919198958,0,1
France,2017,978,age,115357,42.73047149284395,24.47499500983475,0,99
France,2018,978,dhi,50802,39007.07334357516,41953.7764237534,-257170,4694040
France,2018,978,min,50802,32911.59151499334,61071.64232617161,-296449.0625,5766889.5
France,2018,978,hitotal,50802,48775.07306107577,60321.13628593734,-251279.0524902344,5766889.625
France,2018,978,hpublic,50802,15619.59942521948,17730.60165259095,0,329790
France,2018,978,tax,50802,7563.93449076808,17870.40909684048,-33250,1642730
France,2018,978,hxitax,50802,6545.402149521672,17388.94375036429,-33810,1635910
France,2018,978,hxptax,50802,509.2661706232038,547.1131126855719,0,8660
France,2018,978,hxotax,50802,509.2661706232038,547.1131126855719,0,8660
France,2018,978,hxscont,50802,3222.597567978935,5214.823316791094,0,473069.625
France,2018,978,hxvcont,50802,0,0,0,0
France,2018,978,hipension,50802,12726.39955119877,18414.44658707516,0,329790
France,2018,978,hi31,50802,72.50659422857368,716.209071536185,0,16430
France,2018,978,hi32,50802,0,0,0,0
France,2018,978,hipubsoc,50802,2893.199874020708,5649.759250756932,0,195210
France,2018,978,dhi,50802,39007.07334357516,41953.7764237534,-257170,4694040
France,2018,978,pwgt,50802,1252.971280597269,1194.277093449708,137.8828735351563,28254.447265625
France,2018,978,nhhmem1864,50802,1.234104956497776,1.031050670899507,0,7
France,2018,978,nhhmem,50802,2.208042990433448,1.24764847322634,1,12
France,2018,978,nhhmem65,50802,.5075587575292312,.7331715686964918,0,4
France,2018,978,nhhmem17,50802,.4663792764064407,.9001997311680359,0,8
France,2018,978,pitotal,112173,19328.31805914767,31231.1247728491,-270359.0524902344,5660789.625
France,2018,978,pxitax,112173,1660.935251798561,2909.969166883403,0,536860
France,2018,978,pxscont,112173,1459.48135155934,3208.758535601622,0,473069.625
France,2018,978,pxvcont,112173,0,0,0,0
France,2018,978,pipension,112173,5730.81820045822,11529.47080096346,0,329790
France,2018,978,pi31,112173,0,0,0,0
France,2018,978,pi32,112173,0,0,0,0
France,2018,978,ppopwgt,112173,567.4578285111537,386.336598426546,35.01838160351126,10986.34331482293
France,2018,978,disabled,33383,.0790522122038163,.2698242777330772,0,1
France,2018,978,age,112173,43.22523245344245,24.43231670440048,0,99
France,2019,978,dhi,50027,39493.57087156578,34536.34864025407,-1690590,1563610
France,2019,978,min,50027,33528.06106461683,50193.08649564704,-392110,2681317
France,2019,978,hitotal,50027,49492.72654121955,48290.98298625003,-358110,2681317.025390625
France,2019,978,hpublic,50027,15703.81234133568,17841.42629461691,0,374720
France,2019,978,tax,50027,7570.389189837488,18118.34785236838,-19720,1927900
France,2019,978,hxitax,50027,6779.093289623604,17577.94394775591,-23040,1903360
France,2019,978,hxptax,50027,395.6479501069422,583.7382489227965,0,12270
France,2019,978,hxotax,50027,395.6479501069422,583.7382489227965,0,12270
France,2019,978,hxscont,50027,3220.062380030163,4779.635186098064,0,132769.5869140625
France,2019,978,hxvcont,50027,0,0,0,0
France,2019,978,hipension,50027,12744.39922441881,18630.09253083746,0,374720
France,2019,978,hi31,50027,66.4135366901873,639.3973719491238,0,16160
France,2019,978,hi32,50027,0,0,0,0
France,2019,978,hipubsoc,50027,2959.413116916865,5691.050180086543,0,87530
France,2019,978,dhi,50027,39493.57087156578,34536.34864025407,-1690590,1563610
France,2019,978,pwgt,50027,1279.692506269622,1198.957151121052,56.13759613037109,35124.73046875
France,2019,978,nhhmem1864,50027,1.22713734583325,1.02228045905745,0,7
France,2019,978,nhhmem,50027,2.190337217902333,1.238012596512788,1,12
France,2019,978,nhhmem65,50027,.5076658604353649,.7364198527108962,0,3
France,2019,978,nhhmem17,50027,.4555340116337178,.8911474364131912,0,9
France,2019,978,pitotal,109576,19803.50031647067,26065.12042680256,-147810.4228515625,2019757.025390625
France,2019,978,pxitax,109576,1662.11086369278,2414.925130585021,0,202160
France,2019,978,pxscont,109576,1470.121748245683,2900.198092577277,0,126979.7109375
France,2019,978,pxvcont,109576,0,0,0,0
France,2019,978,pipension,109576,5788.143297802439,11690.02688268706,0,358680
France,2019,978,pi31,109576,0,0,0,0
France,2019,978,pi32,109576,0,0,0,0
France,2019,978,ppopwgt,109576,584.2445152785349,380.2976043778913,52.24280166625977,10474.8916015625
France,2019,978,disabled,34098,.0783330400610006,.2686988877822606,0,1
France,2019,978,age,109576,43.32670475286559,24.37896507989812,0,99
Japan,2010,392,dhi,6023,6108329.584509593,3870299.914449293,-5134908.905029297,60003588.0279541
Japan,2010,392,min,5360,7503584.331016791,5268018.800151728,-1455999.75,98400000
Japan,2010,392,hitotal,6024,7450341.775577224,5304239.859090471,0,98400000
Japan,2010,392,hpublic,6141,0,0,0,0
Japan,2010,392,tax,6141,563423.0800093275,1307288.872712019,-26235.001953125,37232500
Japan,2010,392,hxitax,6141,563423.0805728072,1307288.873736707,-26235.00108718872,37232500
Japan,2010,392,hxptax,6141,0,0,0,0
Japan,2010,392,hxotax,6141,0,0,0,0
Japan,2010,392,hxscont,6141,693265.6365695129,513795.0836235038,0,3665741.882324219
Japan,2010,392,hxvcont,6141,0,0,0,0
Japan,2010,392,hipension,6141,975141.9664527981,1573021.825548302,0,27060000
Japan,2010,392,hi31,6141,0,0,0,0
Japan,2010,392,hi32,6141,822384.7857128815,1338743.060138019,0,10000000
Japan,2010,392,hipubsoc,6141,71097.72724275227,185633.2464618651,0,4200000
Japan,2010,392,dhi,6023,6108329.584509593,3870299.914449293,-5134908.905029297,60003588.0279541
Japan,2010,392,pwgt,6141,20785.85537228245,23483.0308718041,933.915771484375,664588.8125
Japan,2010,392,nhhmem1864,6138,1.991854024112089,1.226213651336265,0,6
Japan,2010,392,nhhmem,6141,3.273245399772024,1.45404603532042,1,10
Japan,2010,392,nhhmem65,6138,.6857282502443792,.8489245748583923,0,4
Japan,2010,392,nhhmem17,6138,.5953079178885631,.9520648013790668,0,7
Japan,2010,392,pitotal,20101,1732275.357465354,3053947.604199416,0,63000000
Japan,2010,392,pxitax,20101,0,0,0,0
Japan,2010,392,pxscont,20101,0,0,0,0
Japan,2010,392,pxvcont,20101,0,0,0,0
Japan,2010,392,pipension,20101,239991.3249047358,737300.4580449434,0,14280000
Japan,2010,392,pi31,20101,0,0,0,0
Japan,2010,392,pi32,20101,200862.8314504884,612857.7115486332,0,6220000
Japan,2010,392,ppopwgt,20101,6350.228240427265,6477.753085806467,483.316766643712,242407.1151614228
Japan,2010,392,disabled,0,.,.,.,.
Japan,2010,392,age,20098,43.49656682256941,22.91383535073748,0,105
Japan,2011,392,dhi,6497,5896905.557414173,3781395.212985308,-457458.997964859,55079640.96069336
Japan,2011,392,min,5809,7250847.415906352,5095263.181125262,-570000,94500000
Japan,2011,392,hitotal,6500,7248064.95484132,5226321.692625804,0,94500000
Japan,2011,392,hpublic,6641,0,0,0,0
Japan,2011,392,tax,6641,561717.3749977988,1320523.262953749,-79250,42641000
Japan,2011,392,hxitax,6641,561717.374934852,1320523.261932042,-79250.00190734863,42641000.9765625
Japan,2011,392,hxptax,6641,0,0,0,0
Japan,2011,392,hxotax,6641,0,0,0,0
Japan,2011,392,hxscont,6641,695390.7496820837,522490.4107856121,0,4874812.927246094
Japan,2011,392,hxvcont,6641,0,0,0,0
Japan,2011,392,hipension,6641,914653.4127360492,1484690.031603812,0,17000000
Japan,2011,392,hi31,6641,0,0,0,0
Japan,2011,392,hi32,6641,766753.9999970038,1282790.455026832,0,17000000
Japan,2011,392,hipubsoc,6641,81311.54946544195,205194.3232690191,0,3400000
Japan,2011,392,dhi,6497,5896905.557414173,3781395.212985308,-457458.997964859,55079640.96069336
Japan,2011,392,pwgt,6641,19197.61476722077,29210.39347177407,208.8697357177734,714905.5
Japan,2011,392,nhhmem1864,6628,1.972088111044056,1.220012956152472,0,6
Japan,2011,392,nhhmem,6641,3.255985544345731,1.455299030186196,1,10
Japan,2011,392,nhhmem65,6628,.6938744719372359,.8545912099030488,0,4
Japan,2011,392,nhhmem17,6628,.5870549185274593,.9448956142060541,0,7
Japan,2011,392,pitotal,21623,1714886.281429351,3035686.124686347,0,61000000
Japan,2011,392,pxitax,21623,0,0,0,0
Japan,2011,392,pxscont,21623,0,0,0,0
Japan,2011,392,pxvcont,21623,0,0,0,0
Japan,2011,392,pipension,21623,225720.0634925531,696752.6088350775,0,9600000
Japan,2011,392,pi31,21623,0,0,0,0
Japan,2011,392,pi32,21623,188571.1942329684,585077.9691997119,0,5400000
Japan,2011,392,ppopwgt,21623,5896.099506704692,8437.806445948612,208.8697364212526,265097.4881507598
Japan,2011,392,disabled,0,.,.,.,.
Japan,2011,392,age,21596,43.530422300426,22.88689183066101,0,103
Japan,2012,392,dhi,5967,5888085.108270366,3751674.191442533,-464484.0121269226,55832568.05419922
Japan,2012,392,min,5628,7264527.970682302,5309114.311770882,-20780000,98323600
Japan,2012,392,hitotal,5975,7264346.105132641,5312713.815970332,0,98323600.00610352
Japan,2012,392,hpublic,6079,0,0,0,0
Japan,2012,392,tax,6079,580783.6142584149,1469683.757093956,-240000,47881500
Japan,2012,392,hxitax,6079,580783.6140011812,1469683.745625869,-240000,47881499.0234375
Japan,2012,392,hxptax,6079,0,0,0,0
Japan,2012,392,hxotax,6079,0,0,0,0
Japan,2012,392,hxscont,6079,717401.9786890527,532452.4516425977,0,3551726.07421875
Japan,2012,392,hxvcont,6079,0,0,0,0
Japan,2012,392,hipension,6079,967122.5895915382,1501290.149285463,0,9350000
Japan,2012,392,hi31,6079,0,0,0,0
Japan,2012,392,hi32,6079,817130.4848045479,1306220.125488083,0,8700000
Japan,2012,392,hipubsoc,6079,69498.27274222735,179624.7458292584,0,4000000
Japan,2012,392,dhi,5967,5888085.108270366,3751674.191442533,-464484.0121269226,55832568.05419922
Japan,2012,392,pwgt,6079,20932.84557692811,32544.27742918379,653.41064453125,783595.25
Japan,2012,392,nhhmem1864,6079,1.946701760157921,1.249200558460032,0,7
Japan,2012,392,nhhmem,6079,3.246586609639743,1.454778844374574,1,10
Japan,2012,392,nhhmem65,6079,.7251192630366836,.8670862016934702,0,4
Japan,2012,392,nhhmem17,6079,.574765586445139,.9358995863318165,0,6
Japan,2012,392,pitotal,19736,1737914.259004651,3106728.193402436,0,96000000
Japan,2012,392,pxitax,19736,0,0,0,0
Japan,2012,392,pxscont,19736,0,0,0,0
Japan,2012,392,pxvcont,19736,0,0,0,0
Japan,2012,392,pipension,19736,244697.4420905065,723942.7373435132,0,8700000
Japan,2012,392,pi31,19736,0,0,0,0
Japan,2012,392,pi32,19736,205463.5547779812,611119.3356181874,0,6540000
Japan,2012,392,ppopwgt,19736,6447.647359625507,9204.979802575619,220.4551473852686,261198.4105880401
Japan,2012,392,disabled,0,.,.,.,.
Japan,2012,392,age,19736,43.87778678556952,22.95975618203567,0,103
Japan,2013,392,dhi,5507,5805430.132105856,3694914.484665037,-1778306.121826172,83976992.03491211
Japan,2013,392,min,4675,7171250.571550802,5045253.846325038,-9590000,96600000
