cname; iso2; iso3; year; ehpublicq0; ehpublicq1; ehpublicq2; ehpublicq3; ehpublicq4; ehpublicq5;
Luxembourg; lu; lux; 1988; 1548855040.013037; 530626466.7160645; 475674131.5278015; 249915308.6308575; 170441921.1138382; 122197212.0244751;
Luxembourg; lu; lux; 1989; 1690876446.5793; 586986887.4868164; 505621635.7825928; 294343359.4962006; 186092535.9564819; 117832027.8572083;
Luxembourg; lu; lux; 1990; 1903449629.951897; 665159610.592041; 565754093.4811096; 336685080.4301147; 186765755.0975189; 149085090.3511124;
Luxembourg; lu; lux; 1991; 2153896000.419525; 697342306.206543; 661850831.718689; 381119056.8110962; 234509848.6554565; 179073957.0277405;
Luxembourg; lu; lux; 1992; 2463330910.964256; 795885515.5205078; 732172503.8395386; 446035540.3251343; 300765824.6855545; 188471526.5935211;
Luxembourg; lu; lux; 1993; 2770265556.29248; 875393704.9741211; 829203850.6272583; 508430177.3855591; 368125622.267395; 189112201.038147;
Luxembourg; lu; lux; 1994; 2764749216.365921; 884606872.7568359; 802954179.141983; 478279293.2687378; 382836986.7450562; 216071884.4533081;
Luxembourg; lu; lux; 1995; 2943731324.561966; 886837801.5517578; 937387809.5424805; 477452198.2519836; 399465927.3601532; 242587587.8555908;
Luxembourg; lu; lux; 1996; 2844204886.390812; 931258549.809082; 838221091.4526215; 465095113.3162842; 382702953.4176331; 226927178.3951912;
Luxembourg; lu; lux; 1997; 2989514622.786514; 971097746.0444336; 912957019.7717896; 472109646.2381668; 383915842.2904129; 249434368.4417114;
Luxembourg; lu; lux; 1998; 3014209042.533081; 1050895024.832031; 839662619.6068115; 497391339.5282593; 359198883.9933472; 267061174.5726318;
Luxembourg; lu; lux; 1999; 3406312597.533173; 1099008453.985352; 939163509.5390625; 690822100.9333496; 384822516.5594177; 292496016.5159912;
Luxembourg; lu; lux; 2000; 3381248150.059044; 1132235526.360352; 1020582170.578796; 557803471.3683472; 417939137.0096436; 252687844.7419052;
Luxembourg; lu; lux; 2001; 3597823430.12265; 1143012067.074707; 1146441800.133972; 578736463.7935181; 389274668.5713501; 340358430.5491028;
Luxembourg; lu; lux; 2002; 4130110661.236186; 1512248850.679851; 1210833683.377694; 681665766.1296175; 400318508.2708429; 325043852.7781803;
Luxembourg; lu; lux; 2003; 4317195153.01131; 1532193501.295174; 1317404945.046222; 714237084.5818104; 422286235.0498001; 331073387.038303;
Luxembourg; lu; lux; 2004; 4732364602.489764; 1620606961.470446; 1427259508.109961; 835803611.1429291; 476965567.9087726; 371728953.857655;
Luxembourg; lu; lux; 2005; 4790711136.697566; 1699138953.601951; 1449501988.912547; 772654956.0032113; 517948272.5014877; 351466965.6783689;
Luxembourg; lu; lux; 2006; 5044321944.191334; 1851735016.512615; 1407877644.93783; 837341034.0137753; 536793812.4385658; 410574436.2885473;
Luxembourg; lu; lux; 2007; 5215239948.662214; 1914396904.358565; 1571028018.431851; 828071698.1494685; 545557893.8364356; 356185433.8858944;
Luxembourg; lu; lux; 2008; 5974567947.841162; 2160684997.808041; 1828131192.173466; 944240942.954675; 661148669.9138796; 380362144.9911008;
Luxembourg; lu; lux; 2009; 6625916423.458989; 2144461798.647122; 2052023222.126161; 1104068566.891078; 840461738.0959216; 484901097.6987071;
Luxembourg; lu; lux; 2010; 6622399057.158993; 2367791321.437165; 2032213733.7737; 1026172086.250275; 781180410.505748; 415041505.1921058;
Luxembourg; lu; lux; 2011; 7108005333.968997; 2514127507.222662; 2199444019.610458; 1185207469.054424; 774512187.253372; 434714150.8280799;
Luxembourg; lu; lux; 2012; 7144739776.865246; 2354750558.669353; 2298484206.634008; 1267608024.881204; 815508917.3839324; 408388069.2967475;
Luxembourg; lu; lux; 2013; 7459234390.838693; 2575558107.029462; 2384107399.477623; 1197438025.021167; 838921613.0667239; 463209246.2437167;
Luxembourg; lu; lux; 2014; 7686401317.141394; 2607908798.722281; 2380710150.900898; 1201070968.083079; 1027052072.513253; 469659326.9218839;
Luxembourg; lu; lux; 2015; 8412966406.665842; 3066309531.887132; 2450383910.919511; 1326870464.160352; 983309304.4428996; 586093195.2559478;
Luxembourg; lu; lux; 2016; 9402681409.093576; 3257144281.624607; 3003932683.440907; 1290492435.591833; 1147422811.843719; 703689196.5925118;
Luxembourg; lu; lux; 2017; 9483942048.359842; 3238038924.021186; 3423264246.818217; 1298740456.958372; 993031938.131115; 530866482.430952;
Luxembourg; lu; lux; 2018; 9858395871.03591; 3564581224.738592; 3598056922.338904; 1265216765.406311; 850058025.4629791; 580482933.0891231;
Luxembourg; lu; lux; 2019; 10103680523.51577; 4241583800.432679; 3280889195.381884; 1114099799.630974; 905818153.1129543; 561289574.9572752;
Luxembourg; lu; lux; 2020; 9341238011.322893; 4176979487.853605; 2813762694.045872; 1102690192.68663; 746586835.3406484; 501218801.3961383;
Luxembourg; lu; lux; 2021; 9909098965.684324; 4670128628.860353; 2584284075.884556; 1305830762.185922; 753590136.4407991; 595265362.3126942;
Mali; ml; mli; 2011; 0; 0; 0; 0; 0; 0;
Mali; ml; mli; 2013; 0; 0; 0; 0; 0; 0;
Mali; ml; mli; 2014; 268676966295.5869; 48522089523.5079; 45129621019.60953; 36783609114.05844; 48605222563.12273; 89636424075.28835;
Mali; ml; mli; 2015; 227881263763.3598; 66820167260.67181; 22789019663.74662; 34883456020.81899; 50872429942.28499; 51390547322.55022;
Mali; ml; mli; 2016; 264374249405.4633; 58201761628.25009; 22392827009.91804; 28130948737.54311; 22941354645.37715; 132707357384.3749;
Mali; ml; mli; 2017; 214785826052.0915; 63880041987.53079; 34071712415.91656; 21046563079.4758; 39591624789.89723; 56195883779.2711;
Mali; ml; mli; 2018; 347431845817.6367; 143155146279.9376; 16850915531.71367; 71348114438.50789; 33270024543.96938; 82807645023.50818;
Mali; ml; mli; 2019; 210401859591.3585; 42408626064.18125; 12583481658.52347; 16530915818.0657; 42933773446.99957; 95945062603.58855;
Mali; ml; mli; 2020; 287804433156.6815; 75187651505.41248; 53040709063.29377; 25818114111.22038; 40978990664.77045; 92778967811.98445;
Mexico; mx; mex; 1984; 373049637.1473656; 98698462.59043121; 39362634.91969872; 36453366.99939251; 74893080.20463371; 123642092.4332094;
Mexico; mx; mex; 1989; 8702314170.71048; 3108549705.925995; 837738046.2862053; 1065042019.758804; 1729118530.623863; 1961865868.115612;
Mexico; mx; mex; 1992; 19704382662.65346; 7753969454.223168; 2227233845.216931; 2307068320.240376; 3326692855.23309; 4089418187.739892;
Mexico; mx; mex; 1994; 37823650650.33926; 12703270596.88534; 5500557133.692196; 5365282462.646811; 6005455554.270896; 8249084902.84402;
Mexico; mx; mex; 1996; 49414408304.81084; 16041361795.53763; 7566387614.131636; 7328836817.421674; 9243808171.597885; 9234013906.122017;
Mexico; mx; mex; 1998; 87781958839.05077; 30557778113.67171; 10962018909.01283; 10621482291.98578; 13723414211.28821; 21917265313.09224;
Mexico; mx; mex; 2000; 157883606202.7442; 50895609741.08147; 14919633437.12576; 16636223832.539; 25236939386.42825; 50195199805.56976;
Mexico; mx; mex; 2002; 228400272211.7173; 91659643795.79054; 34924508895.95747; 25822382084.45981; 25183628701.21661; 50810108734.29282;
Mexico; mx; mex; 2004; 287576796829.6001; 110952515308.6125; 40755853675.85947; 35734917612.06554; 41701705995.19958; 58431804237.86295;
Mexico; mx; mex; 2005; 408202849034.7797; 107495420888.7091; 56789267474.63979; 60023123304.43938; 88198125288.18327; 95696912078.80823;
Mexico; mx; mex; 2006; 562563260655.6158; 137926993726.6711; 84283651834.65787; 75340573467.90884; 111508580721.7181; 153503460904.6599;
Mexico; mx; mex; 2008; 607420569760.1094; 154068463624.1941; 92453555574.1723; 102081310206.0874; 97528101844.74637; 161289138510.9091;
Mexico; mx; mex; 2010; 688419057631.6243; 216208953859.1653; 122133947201.9025; 90204511019.6221; 124206723956.8676; 135664921594.0668;
Mexico; mx; mex; 2012; 885453385008.4999; 246986526005.1354; 145623020912.792; 123295058411.299; 129808186236.8742; 239740593442.3991;
Mexico; mx; mex; 2014; 883061438680.9199; 279662427067.1611; 146482700531.893; 124059134605.26; 149914729020.6932; 182942447455.9127;
Mexico; mx; mex; 2016; 1130140082681.674; 353359323776.8022; 190890633747.9642; 171269312790.7726; 173976338410.6618; 240644473955.4737;
Mexico; mx; mex; 2018; 1181448923571.466; 395683426934.5503; 194868721423.1696; 169166480737.0039; 183823774280.0284; 237906520196.7139;
Mexico; mx; mex; 2020; 1490952257572.569; 527032046980.8832; 238260361854.49; 221099742063.5636; 224084463850.6722; 280475642822.9601;
Mexico; mx; mex; 2022; 1892041656541.68; 677979146961.3593; 315091729586.6088; 276653281403.3766; 296256598686.4481; 326060899903.8874;
Netherlands; nl; nld; 1983; 54605093624.92029; 18052862831.14589; 13847238193.24623; 10635301327.02029; 7328157241.334325; 4741534032.173549;
Netherlands; nl; nld; 1987; 55608057663.56483; 17378944966.40565; 13852579193.74043; 11045460627.00702; 7360155953.33218; 5970916923.079551;
Netherlands; nl; nld; 1990; 46924258021.6805; 16550905300.51943; 14504269734.54972; 7851186907.922258; 4520327553.960929; 3497568524.728166;
Netherlands; nl; nld; 1993; 51757330636.32558; 19259883079.85224; 15707778987.34254; 8477032576.800582; 5231717054.618661; 3080918937.711565;
Netherlands; nl; nld; 1999; 45097205660.92939; 17794627432.68883; 13268297508.30566; 6745875456.219127; 4270002943.536947; 2750440221.439008;
Netherlands; nl; nld; 2004; 0; 0; 0; 0; 0; 0;
Netherlands; nl; nld; 2005; 0; 0; 0; 0; 0; 0;
Netherlands; nl; nld; 2006; 0; 0; 0; 0; 0; 0;
Netherlands; nl; nld; 2007; 69045514749.2106; 26383536631.74055; 20489066256.78429; 10842273610.81529; 6568442323.635934; 4762195926.234524;
Netherlands; nl; nld; 2008; 71683516443.00458; 27116889016.77095; 21813132915.85488; 10226912745.73904; 7215841719.895993; 5310740044.743726;
Netherlands; nl; nld; 2009; 77561856084.1306; 28614124620.25663; 23335886542.84145; 12334898612.8292; 7854851982.022676; 5422094326.180654;
Netherlands; nl; nld; 2010; 80868067843.8987; 29626520083.51519; 24005067276.74869; 13725869006.22989; 8194378471.282291; 5316233006.122636;
Netherlands; nl; nld; 2011; 84174032300.82681; 30220307396.99035; 24983223787.22937; 13992602254.62143; 9203743078.30418; 5774155783.681478;
Netherlands; nl; nld; 2012; 85088765565.9137; 30058144059.05645; 25722518658.53336; 13954561143.51674; 8744667261.655519; 6608874443.15163;
Netherlands; nl; nld; 2013; 86168103807.3989; 29599631665.567; 25734580420.533; 14961989662.36192; 9114909980.521549; 6756992078.415427;
Netherlands; nl; nld; 2014; 89812773466.15547; 30899631756.53837; 25232441475.06587; 16439959248.98489; 9553563507.61837; 7687177477.947967;
Netherlands; nl; nld; 2015; 89853301329.31483; 31776732241.47193; 25801210770.97963; 15750908508.64879; 9658872168.579885; 6865577639.6346;
Netherlands; nl; nld; 2016; 90697478904.30156; 31640648639.50056; 25974237729.47395; 16464594574.10091; 9735821753.206701; 6882176208.019434;
Netherlands; nl; nld; 2017; 90646152397.42723; 32388005551.10111; 25981360077.6836; 16298913533.7843; 9108404789.82695; 6869468445.031271;
Netherlands; nl; nld; 2018; 91955649226.26884; 33979005385.98769; 26602763980.49881; 15219802427.64673; 9138225377.848345; 7015852054.287272;
Netherlands; nl; nld; 2019; 93354763079.63487; 34539778602.85774; 26064872092.04525; 15159257992.52624; 10055482068.13997; 7535372324.065663;
Netherlands; nl; nld; 2020; 99828067531.29924; 33881329374.92258; 29302764171.65561; 18335642549.37492; 10059144365.48694; 8249187069.859181;
Netherlands; nl; nld; 2021; 99994594337.80624; 35044199213.84273; 29015454981.74377; 18064188296.5006; 10006899918.7982; 7863851926.920951;
Norway; no; nor; 1979; 29215581018.46774; 11354475527.39392; 10183365629.69186; 4114479401.777065; 2167761959.765099; 1395498499.839787;
Norway; no; nor; 1986; 75230377678.46419; 25411753069.40971; 24750197126.43084; 12053166140.69886; 7714687600.125143; 5300573741.799628;
Norway; no; nor; 1991; 118697889205.944; 36983501672.83791; 38995929181.6752; 21094621402.85968; 12717207640.89484; 8906629307.676329;
Norway; no; nor; 1995; 155348929632.9411; 44605542800.83139; 49295777326.49577; 32994155122.55424; 17230954302.45761; 11222500080.60209;
Norway; no; nor; 2000; 204377164415.8429; 61374652702.09039; 66137581468.39447; 40401418442.15211; 21398101829.98517; 15065409973.22072;
Norway; no; nor; 2004; 313857545888.7726; 81907426780.90813; 95285786044.90622; 74564695490.98071; 37232420935.87199; 24867216636.10558;
Norway; no; nor; 2007; 357725247058.8411; 94647238626.828; 107226608305.8126; 80917170438.22783; 44273946266.2657; 30660283421.707;
Norway; no; nor; 2010; 442832026884.3584; 114820521098.5149; 131192760079.1077; 102688112884.958; 56432362435.187; 37698270386.5908;
Norway; no; nor; 2013; 519497848510.6084; 133366690917.3673; 154262351259.4766; 112809565587.9624; 68366640910.53468; 50692599835.26739;
Norway; no; nor; 2016; 612799147729.0209; 154906091163.1478; 183783457748.8457; 133801546972.6537; 79667963206.79437; 60640088637.57929;
Norway; no; nor; 2019; 664983855735.8232; 171893252337.5992; 204884396103.5108; 141735603118.8492; 82918329328.74751; 63552274847.11654;
Norway; no; nor; 2020; 734881773366.6212; 178017164760.9725; 217490059282.5298; 166234228176.7195; 97351339187.32063; 75788981959.07875;
Norway; no; nor; 2021; 755732836039.3904; 190363660978.5469; 227986562473.686; 165658296953.6862; 95623265648.70343; 76101049984.76778;
Norway; no; nor; 2022; 773926791449.1219; 199859692406.2586; 237737526973.2975; 165610673053.8174; 95789848193.39053; 74929050822.35793;
Paraguay; py; pry; 1997; 1345651728188.309; 214908117851.6211; 153043238664.0547; 120751426620.6055; 208676539549.6055; 648272405502.4219;
Paraguay; py; pry; 1999; 1679708066707.832; 347008551510.8984; 162410878636.3047; 193881384723.3359; 372250164343.2227; 604157087494.0703;
Paraguay; py; pry; 2000; 2685587694796.84; 499793358339.8633; 310840371776.793; 232989725852.7695; 359122656547.6211; 1282841582279.793;
Paraguay; py; pry; 2002; 2004995903187.25; 325548242264; 217703723296.25; 189908227859.5; 409867716676.5; 861967993091;
Paraguay; py; pry; 2003; 2500003158477.824; 467317039875.6016; 315011364467.5234; 348235378941.4766; 507677033173.3789; 861762342019.8438;
Paraguay; py; pry; 2004; 2208108156607.656; 624371505324.2656; 297393258988.7109; 254906011751.5703; 404491427167.7969; 626945953375.3125;
Paraguay; py; pry; 2005; 3247202486452.406; 795480465664.7109; 462673738818.9609; 509786578615.125; 559708682260.2813; 919553021093.3281;
Paraguay; py; pry; 2006; 3405799845181.984; 933497787970.8828; 435553212644.5; 545925050511.7969; 485976109831.5938; 1004847684223.211;
Paraguay; py; pry; 2007; 3550979970413.422; 790146734219.3281; 375629373772.5469; 441260362122.7344; 569765087642.2344; 1374178412656.578;
Paraguay; py; pry; 2008; 4324142583341.813; 1057689150485.094; 465928408391.0938; 789016758485.3906; 876389622311.5; 1135118643668.734;
Paraguay; py; pry; 2009; 4476504452484.453; 1344094417677.875; 615038983631.9844; 527331427258.7031; 797603044988.2969; 1192436578927.594;
Paraguay; py; pry; 2010; 4974791943273.602; 1577580479041.695; 573310292532.7344; 650249487542.1094; 737972751529.3125; 1435678932627.75;
Paraguay; py; pry; 2011; 5694686237376.125; 1706026183156.688; 542496414899.8594; 781328472275; 640967987866.625; 2023867179177.953;
Paraguay; py; pry; 2012; 6994931313217.664; 1536776143877.523; 1036214876420.453; 1136788870946.234; 1045503710151.469; 2239647711821.984;
Paraguay; py; pry; 2013; 6775941008826.531; 1836654026016.781; 1270729214928.188; 982828440889.875; 1325249870809; 1360479456182.688;
Paraguay; py; pry; 2014; 7256101912032.641; 1863088270191.375; 905997620134.75; 1107540363139.969; 1372235208414.391; 2007240450152.156;
Paraguay; py; pry; 2015; 9781531040388.5; 2561610138530.172; 1287974225526.891; 1301367493976.172; 1238957919802.078; 3391621262553.188;
Paraguay; py; pry; 2016; 9893762492143.094; 2860453756981.125; 1662976639008.063; 1168979015776.563; 1561192816145.297; 2640160264232.047;
Paraguay; py; pry; 2017; 10621752259336.02; 2689870927679.865; 1748256019472.257; 1451470195572.098; 1855699767890.758; 2876455348721.037;
Paraguay; py; pry; 2018; 12543072953147.64; 2849103878380.523; 2712476281473.18; 1600782588020.203; 1727252763455.922; 3653457441817.813;
Paraguay; py; pry; 2019; 13310557479665.07; 3743640855086.852; 1966916689924.543; 2382167263622.559; 1881415557868.078; 3336417113163.039;
Paraguay; py; pry; 2020; 13167593338797.72; 3349892411543.135; 1788873707990.358; 2283949298793.818; 2273405561907.234; 3471472358563.172;
Peru; pe; per; 2004; 19389069724.26536; 3192635438.551141; 2198183226.399491; 2905607699.207482; 3503363132.091842; 5855090362.31865;
Peru; pe; per; 2005; 19705977046.01189; 3993053792.439416; 2628419330.513259; 3078583270.477315; 3833555211.38566; 4811292666.716068;
Peru; pe; per; 2006; 23819231932.62698; 4185331925.927258; 3283231247.470103; 3845116260.028226; 4937386705.174078; 6991519091.14766;
Peru; pe; per; 2007; 24085701017.73285; 4378526871.85584; 3060583218.26349; 3796717028.171052; 4686568433.683692; 7733981489.455258;
Peru; pe; per; 2008; 25226010818.84126; 3901317623.87931; 3722566400.987712; 4302456168.667659; 5199813063.156611; 7341311661.16346;
Peru; pe; per; 2009; 27445673501.92189; 5398971931.055461; 3984426931.044968; 3983970201.298463; 5457380994.658806; 8190568957.477688;
Peru; pe; per; 2010; 29867984457.78633; 5431862741.241766; 4542133448.339841; 4504088309.228867; 5631192912.146696; 9028611528.247351;
Peru; pe; per; 2011; 30344503872.27968; 6009624094.560115; 4573538068.566567; 4845569242.877313; 5329461700.8688; 8387231442.310106;
Peru; pe; per; 2012; 32471255558.99047; 5356927294.306468; 4950785996.933204; 4743713857.743589; 6677005288.006423; 9806370933.479013;
Peru; pe; per; 2013; 33846965416.47388; 6882380216.459197; 5077546522.240497; 4913766931.102744; 6501108609.500751; 9733279266.328917;
Peru; pe; per; 2014; 38230765682.67755; 7588312636.848171; 6128443502.097014; 6022313622.007162; 7286170258.188194; 10699934793.6267;
Peru; pe; per; 2015; 38776484794.68884; 8052445183.580229; 6752586640.133389; 6366009795.717521; 6731853159.779447; 10435828221.75754;
Peru; pe; per; 2016; 43474173075.81599; 8785255020.508209; 7260435923.092156; 7471468813.3136; 7779907752.866249; 11914050690.54843;
Peru; pe; per; 2017; 43923433252.244; 8671638239.912294; 7067739888.165089; 7560943175.617045; 8918967958.449253; 11068205166.21259;
Peru; pe; per; 2018; 45621512797.30476; 10245998694.26161; 7235340222.356358; 7810856631.218587; 8441821384.426884; 11424506128.4643;
Peru; pe; per; 2019; 46832466041.40471; 10360745839.22589; 7579196052.441837; 7598166479.242289; 9080132196.338369; 11687201668.41233;
Peru; pe; per; 2021; 58547160636.13036; 13729574815.60909; 10100790816.521; 10192562639.71542; 11651364022.94006; 12539245466.58981;
Poland; pl; pol; 1986; 167015576.9584563; 64895827.58530502; 37770663.000996; 26296255.2115355; 22537782.42722439; 15515048.73339541;
Poland; pl; pol; 1992; 28312663153.68929; 8892229996.94821; 7700918675.876511; 5096539930.207944; 3678897181.517623; 2944077369.139004;
Poland; pl; pol; 1995; 81640136959.31313; 18733543235.41806; 25569368512.87332; 18707857297.3103; 11586150977.15793; 7043216936.553513;
Poland; pl; pol; 1999; 138347941347.2122; 43557361547.46584; 40406468523.5156; 28202248791.99393; 16517613542.78422; 9664248941.45257;
Poland; pl; pol; 2004; 183375830210.6863; 57673606879.2878; 52685181960.20942; 38759285806.22372; 22130368306.86759; 12127387258.09782;
Poland; pl; pol; 2005; 186675393257.9997; 59205090018.25235; 53598475999.61482; 39396209054.90974; 21900835116.52564; 12574783068.69714;
Poland; pl; pol; 2006; 196124275688.1538; 62050647209.04411; 56987142348.01996; 41260742922.64014; 23144769065.36538; 12680974143.08426;
Poland; pl; pol; 2007; 201125646483.7961; 62838357734.82732; 59690698108.89001; 42117057772.75415; 22603788701.87346; 13875744165.45113;
Poland; pl; pol; 2008; 210669521762.2761; 67219005807.88732; 63847899671.50417; 42280182174.56264; 23407835430.67817; 13914598677.64375;
Poland; pl; pol; 2009; 225880494038.592; 73629523101.73877; 67646426873.21213; 45516445897.40558; 24701695018.51731; 14386403147.71818;
Poland; pl; pol; 2010; 246754204929.6237; 81597325322.6852; 74411279275.58385; 48853461740.53883; 26485344270.73808; 15406794320.07775;
Poland; pl; pol; 2011; 255548912381.576; 85420578869.32729; 77725254062.83286; 50800410758.10407; 26593204566.24489; 15009464125.06693;
Poland; pl; pol; 2012; 259445323436.5744; 89799178954.21239; 77624440078.36876; 50751670081.29082; 25740435606.10785; 15529598716.59462;
Poland; pl; pol; 2013; 265675534307.0372; 92557749288.50943; 79931825190.57645; 51158493595.70877; 26166364442.99833; 15861101789.24418;
Poland; pl; pol; 2014; 271519775898.5506; 95456368800.71738; 83090315133.33948; 51323222190.79059; 26406064649.54472; 15243805124.15844;
Poland; pl; pol; 2015; 276777325950.4042; 97879609499.09125; 84516164125.10889; 51753616579.45834; 27096320569.0491; 15531615177.69668;
Poland; pl; pol; 2016; 334172276277.7549; 104805819546.3247; 98663936689.06328; 71748041579.2551; 36926584925.41822; 22027893537.69363;
Poland; pl; pol; 2017; 369007430777.3854; 107774409480.9577; 107002692143.0242; 83603289315.82777; 43262131342.04674; 27364908495.52897;
Poland; pl; pol; 2018; 389587972042.8652; 114570455469.3089; 110485882384.4106; 89626897954.08054; 45212429133.74113; 29692307101.324;
Poland; pl; pol; 2019; 432869205733.4277; 121829139048.6115; 121262337456.4679; 98602769737.17224; 53959483760.49808; 37215475730.67796;
Poland; pl; pol; 2020; 464115188007.4207; 145649842225.6522; 102427228259.7979; 108274744655.3512; 62829317752.34585; 44934055114.27357;
Romania; ro; rou; 1995; 922578080.4679582; 292070957.7505114; 216870185.0826221; 180511045.7677788; 135259015.3821957; 97866876.4848502;
Romania; ro; rou; 1997; 3189796099.026802; 953594682.1717243; 730817629.1219398; 626666767.7254813; 483914949.8433893; 394802070.1642671;
Romania; ro; rou; 2006; 43117807781.94012; 12360394135.36869; 9394692717.763245; 10173141985.82384; 6982560399.040578; 4196906101.913339;
Romania; ro; rou; 2007; 51871694089.2954; 14609360198.44729; 12202159344.43433; 11426503097.89603; 8180019271.218499; 5435214419.969357;
Romania; ro; rou; 2008; 68306257620.05475; 18790924240.75303; 15475344136.05077; 15415229170.23966; 11357465505.2646; 7111214868.935366;
Romania; ro; rou; 2009; 76051892486.50859; 22478462416.01125; 17196325248.0154; 15653913596.68807; 13153090706.87524; 7466047294.162008;
Romania; ro; rou; 2010; 80509671263.93486; 23802731640.94759; 17253510299.43736; 17774810173.89413; 13002586191.67416; 8663492769.26601;
Romania; ro; rou; 2011; 76574988158.89862; 23383780932.44213; 17385586241.58589; 16295327911.63925; 12243667334.18976; 7140300874.470985;
Romania; ro; rou; 2012; 78948439762.64285; 24748969108.50428; 18067037880.85808; 16708472813.46676; 12604241331.55905; 6789646717.941105;
Romania; ro; rou; 2013; 82078915737.31247; 24247293876.70256; 19549739157.37836; 16898748409.71696; 13063507292.71901; 8273955272.399074;
Romania; ro; rou; 2014; 80051575380.8549; 23684244934.17267; 22787154938.07772; 15260561448.37788; 12325937907.75742; 5993676152.46921;
Romania; ro; rou; 2015; 88150219750.74527; 27382177203.68761; 20792572524.87806; 18445160008.45825; 13636893459.14588; 7648626110.75546;
Romania; ro; rou; 2017; 107951477837.1049; 34958252008.24844; 26080804513.89032; 20326801100.72179; 14273722692.86594; 12311897521.3784;
Romania; ro; rou; 2016; 95843533122.01463; 28415755746.57865; 25150748214.19119; 19615885452.3695; 14139746881.88552; 8403042976.286601;
