cname; iso2; iso3; year; ehipubsocq0; ehipubsocq1; ehipubsocq2; ehipubsocq3; ehipubsocq4; ehipubsocq5;
Belgium; be; bel; 2021; 55677476154.9229; 7417621595.425598; 13431635419.63582; 15682106343.80261; 11291209721.67829; 7854903074.380581;
Brazil; br; bra; 1981; .0779746423658965; .0026138691656363; .016713341273696; .0213859387783496; .0205567812063646; .01670471194185;
Brazil; br; bra; 1982; .1572496172152573; .0054065511928214; .0338181974176365; .0417009677545666; .0414419617740808; .0348819390761521;
Brazil; br; bra; 1983; .3221229379373942; .0112342357667519; .0641334650567249; .0835768678922024; .0824467814100542; .0807315878116608;
Brazil; br; bra; 1984; .9066594777318713; .0306023007444649; .1857207511420564; .238599365276372; .2369016579033434; .2148354026656345;
Brazil; br; bra; 1985; 3.454827506165655; .1157116152051483; .7332968707505891; .915902868282723; .8844110562833745; .8055050956438201;
Brazil; br; bra; 1986; 8.451408680636678; .5968499999592396; 1.775230838410053; 2.274190460687286; 1.961218705481265; 1.843918676098834;
Brazil; br; bra; 1987; 31.06140907947254; 2.396851993048628; 6.564691921864608; 8.310111023086293; 7.513236695364938; 6.276517446108073;
Brazil; br; bra; 1988; 287.5492205921508; 24.49171780988206; 58.42704324134627; 70.81613771952539; 69.43167364013834; 64.38264818125879;
Brazil; br; bra; 1989; 2220.939676047865; 183.2846498997069; 396.9873875646344; 504.4839785056747; 591.1159923059786; 545.0676677718702;
Brazil; br; bra; 1990; 103215.653350764; 8934.334194977404; 18073.31089439585; 25180.87678938845; 26890.76587182269; 24136.36560017956;
Brazil; br; bra; 1992; 10807753.95569656; 719085.1745406389; 2579260.7879976; 3295695.337732397; 2625786.868943844; 1587925.786482078;
Brazil; br; bra; 1993; 192821641.2386241; 14678116.84395933; 49872311.14247358; 57447410.78807941; 46788530.72836265; 24035271.73574911;
Brazil; br; bra; 1995; 4885594513.63513; 587142104.2730904; 1070350682.009398; 1259747338.037679; 1252120257.059197; 716234132.2557659;
Brazil; br; bra; 1996; 6577125118.299105; 631214769.7695789; 1613347286.328526; 1792538144.830186; 1604926363.544792; 935098553.8260226;
Brazil; br; bra; 1997; 6592768701.244275; 676552183.7730103; 1673987287.762054; 1737151363.621927; 1572227701.199888; 932850164.8873959;
Brazil; br; bra; 1998; 7413843438.57271; 800584398.0301018; 1770418239.989996; 2041274570.344681; 1727752571.324322; 1073813658.883609;
Brazil; br; bra; 1999; 7356071946.067183; 735986029.4550323; 1770646841.094929; 2142372057.393843; 1732951127.106445; 974115891.0169334;
Brazil; br; bra; 2001; 12778616458.43004; 1662216173.356216; 3588995683.70594; 3558119061.759911; 2639491788.69709; 1329793750.910881;
Brazil; br; bra; 2002; 16206614277.20448; 2289253752.889313; 4636625629.703465; 4327336077.714985; 3321211362.327057; 1632187454.569656;
Brazil; br; bra; 2003; 18889808231.69032; 2393479542.851463; 5634200407.172977; 4993161551.172909; 3934892929.769768; 1934073800.723206;
Brazil; br; bra; 2004; 24591114467.44778; 4135310793.353775; 7064920189.000198; 6332173635.011566; 4691717135.016998; 2366992715.065247;
Brazil; br; bra; 2005; 32003647236.05753; 6077494420.72744; 9365543529.104721; 7732880732.64727; 5771124307.964653; 3056604245.613441;
Brazil; br; bra; 2006; 42589033665.05551; 9000743500.659637; 12977324170.42439; 9679639491.02832; 7338448119.955498; 3592878382.987671;
Brazil; br; bra; 2007; 50983236474.27528; 10692877886.45889; 15559559143.40311; 11488781831.95439; 8692526277.558952; 4549491334.899925;
Brazil; br; bra; 2008; 53587289439.65918; 11180973008.45384; 15720752432.60563; 12258936618.72729; 9306318427.86277; 5120308952.009644;
Brazil; br; bra; 2009; 64583635142.56252; 12728375296.37809; 18476865111.04165; 14974414655.73896; 11901895456.43102; 6502084622.972801;
Brazil; br; bra; 2011; 89832147021.38698; 19270108568.00851; 28305425630.92348; 20303000581.10574; 14254994426.21588; 7698617815.133362;
Brazil; br; bra; 2012; 104249398709.1489; 21195713596.21429; 31885423255.2597; 23627816488.60181; 17958103543.30782; 9582341825.765259;
Brazil; br; bra; 2013; 120609847423.1582; 25058043325.32657; 36824158077.56854; 26959151423.42131; 20551875702.52248; 11216618894.31934;
Brazil; br; bra; 2014; 124050807626.0729; 24386823104.61407; 38283136180.1252; 27753972881.68294; 21844209335.98183; 11782666123.66884;
Brazil; br; bra; 2015; 123845423421.6843; 22635751527.46942; 37706088203.21072; 27762348018.44897; 23147472358.71838; 12593763313.83679;
Brazil; br; bra; 2016; 153607356858.5643; 33849448065.29521; 43976095579.0334; 35773266509.61985; 27534595740.37265; 12473950964.24321;
Brazil; br; bra; 2017; 161282249754.2972; 33957963061.94876; 45677953911.61242; 38755776348.33829; 29639425997.47542; 13251130434.92234;
Brazil; br; bra; 2018; 158217997498.6625; 33485755592.87122; 43187244600.1498; 38592013554.63629; 29293654602.63949; 13659329148.36571;
Brazil; br; bra; 2019; 158930588170.8634; 33204369313.45652; 44124411385.4033; 38806966526.99097; 30110837088.12831; 12684003856.88427;
Brazil; br; bra; 2020; 477948844801.3215; 108096399673.7283; 152808002480.8731; 112075869991.1225; 72651271249.00232; 32317301406.59533;
Brazil; br; bra; 2021; 258941313836.8534; 50180038862.63473; 84520683142.5896; 60476089135.72108; 45561915603.65704; 18202587092.25094;
Brazil; br; bra; 2022; 265215729015.6407; 54707507065.05418; 83993201726.377; 61928703764.99577; 44561629359.00071; 20024687100.21305;
Canada; ca; can; 1971; 3960120530.822845; 1374822480.182614; 1049386215.402064; 738069259.0581989; 510326420.8408785; 287516155.3390884;
Canada; ca; can; 1973; 5791430296.369493; 1508244661.935863; 1633708361.559839; 1144106494.373729; 936811248.2891941; 568559530.2108669;
Canada; ca; can; 1975; 10982951976.48497; 2653601459.004917; 2967501140.690861; 2345120064.755216; 1864363771.752338; 1152365540.281636;
Canada; ca; can; 1977; 13309468876.55912; 3275361848.309669; 3618248870.125475; 2856042089.04808; 2237561980.1688; 1322254088.907099;
Canada; ca; can; 1979; 12902013100.31462; 3451374404.128475; 3428256870.05106; 2658519149.307652; 2080736436.490037; 1283126240.3374;
Canada; ca; can; 1981; 19289781863.64651; 5511634031.831291; 5252136746.362539; 4214303752.695633; 2673982396.502396; 1637724936.254651;
Canada; ca; can; 1982; 28458820879.05568; 8005084909.770223; 7929012080.790426; 6300854274.460916; 3961638630.539321; 2262230983.49479;
Canada; ca; can; 1984; 32268813866.05708; 9152217231.275824; 8706127344.866217; 7315098610.06361; 4686803722.350383; 2408566957.501047;
Canada; ca; can; 1985; 32537202737.34043; 9664805599.223883; 8348341252.325761; 6982119940.219836; 4789593247.739231; 2752342697.83172;
Canada; ca; can; 1986; 35071156016.63178; 11127495355.24617; 9776516327.552437; 6786861539.194837; 4508538865.636519; 2871743929.001819;
Canada; ca; can; 1987; 35988781361.8912; 11391791592.51643; 9834387058.929684; 6901221378.932465; 4904693010.592479; 2956688320.920151;
Canada; ca; can; 1988; 37402344978.5136; 12052101132.35237; 10497261254.71499; 7236304905.908304; 4929943571.513874; 2686734114.024073;
Canada; ca; can; 1989; 41282790503.81121; 13050303721.90781; 11553023022.31305; 7744856062.154348; 5517831291.374994; 3416776406.061008;
Canada; ca; can; 1990; 47826816288.58403; 14424669674.9265; 13406693111.61965; 9601942573.387228; 6251415249.503236; 4142095679.147408;
Canada; ca; can; 1991; 58950975228.4958; 17327570710.36071; 16944996161.96893; 11803663729.72281; 7966837270.877035; 4907907355.566315;
Canada; ca; can; 1992; 63822594791.61375; 19768913944.67743; 17682749834.13829; 13456346528.93454; 8398141305.322728; 4516443178.540764;
Canada; ca; can; 1993; 66279783103.28057; 21271693240.12339; 18363931276.15305; 13614673438.20167; 8810889766.477476; 4218595382.324975;
Canada; ca; can; 1994; 63709895545.89767; 20484702114.07967; 17864041246.72082; 13049396079.99606; 8255409034.845498; 4056347070.255624;
Canada; ca; can; 1995; 61162093377.4439; 20655145690.683; 16825611752.97227; 11974845235.90515; 7525325738.115783; 4181164959.767702;
Canada; ca; can; 1996; 66679235039.77158; 22553110873.16553; 18065803932.54007; 13016005656.06331; 8820628255.684067; 4223686322.318602;
Canada; ca; can; 1997; 65202760689.7995; 21804794069.8097; 17682537756.25521; 13301269717.33534; 7896043946.884794; 4518115199.514451;
Canada; ca; can; 1998; 63551796870.47659; 21878799492.34248; 17395293702.03783; 12978089619.33678; 7340582684.817894; 3959031371.94159;
Canada; ca; can; 1999; 56637575935.17851; 18770189198.59101; 16638124454.95338; 11211108060.35848; 6654091252.674943; 3364062968.600696;
Canada; ca; can; 2000; 55790010670.42072; 19148787505.34552; 15931321708.7163; 10503880070.29515; 6728446606.856297; 3477574779.207451;
Canada; ca; can; 2001; 65017096664.34254; 22241939898.9931; 18126401801.4095; 12890216470.6621; 7776673497.044878; 3981864996.232966;
Canada; ca; can; 2002; 66414014563.22105; 21571289151.38693; 19310712482.81123; 13417610136.3314; 7940853160.84644; 4173549631.845053;
Canada; ca; can; 2003; 67660444149.13463; 22612507077.97237; 19316289745.66127; 13316095289.02444; 8596215479.697088; 3819336556.77946;
Canada; ca; can; 2004; 69345023722.53487; 21965831770.57694; 20461574973.08235; 13434028498.7774; 9021130365.204174; 4462458114.894014;
Canada; ca; can; 2005; 71250395753.4727; 22812359115.01455; 20897227911.34821; 14308434203.95998; 8449045685.04634; 4783328838.103624;
Canada; ca; can; 2006; 78356041752.90717; 24636192714.15886; 22348584910.45219; 15739702041.60769; 10045892318.85412; 5585669767.834311;
Canada; ca; can; 2007; 81746319143.09229; 25623899908.94452; 23908083009.55051; 16144618059.77681; 10537253536.02451; 5532464628.795942;
Canada; ca; can; 2008; 85925164794.23863; 26385431548.12032; 23943111010.70687; 17931859752.29661; 11494711086.44514; 6170051396.66968;
Canada; ca; can; 2009; 101183420428.671; 31980625384.80546; 28199118433.62321; 20574488136.21258; 13153686181.24341; 7275502292.7863;
Canada; ca; can; 2010; 109582371942.5525; 33177801749.60781; 30216921023.25309; 22144413703.68604; 14931237924.83936; 9111997541.166235;
Canada; ca; can; 2011; 103279966653.6143; 32354029194.00356; 27839823459.98418; 20121501108.80051; 14593183081.77354; 8371429809.052515;
Canada; ca; can; 2012; 101290795412.2482; 33439485640.33221; 27669914172.72717; 18693067378.64897; 13456313616.52559; 8032014604.014286;
Canada; ca; can; 2013; 105449328904.0111; 35898159802.15127; 28787159734.27198; 19926200145.70192; 12901456403.38341; 7936352818.502518;
Canada; ca; can; 2014; 103491688857.9377; 31230385628.96408; 29118111507.07722; 20481628629.00547; 15016117430.93278; 7645445661.958187;
Canada; ca; can; 2015; 118758489903.1123; 36418639348.70275; 31076182816.59552; 24714502431.12296; 16535242200.0207; 10013923106.67037;
Canada; ca; can; 2016; 128485034500.9042; 36618572430.02953; 36103612418.1153; 27650894776.57062; 18830190137.56473; 9281764738.624069;
Canada; ca; can; 2017; 137481450148.0724; 40921901620.77119; 40293579308.12608; 28306236978.38807; 19514440706.35622; 8445291534.43088;
Canada; ca; can; 2018; 137357046002.628; 41232392225.81037; 39133257733.72155; 28140641964.00513; 19521308509.1642; 9329445569.926714;
Canada; ca; can; 2019; 145049486812.7056; 39472099884.07906; 41136224647.57687; 30529215308.4752; 21334714342.16123; 12577232630.41322;
Canada; ca; can; 2020; 311084700795.715; 72189151794.63484; 82478862980.14984; 67546461321.16189; 55212410664.57572; 33657814035.19263;
Canada; ca; can; 2021; 240784670376.7568; 65017148552.58259; 67087965654.87205; 52124499497.47756; 37072001980.80425; 19483054691.02039;
Chile; cl; chl; 1990; 89967147577.48633; 16478004666.78809; 23237384094.41333; 19673711599.67749; 17337432084.00708; 13240615132.60034;
Chile; cl; chl; 1992; 131368349446.5391; 25953031217.86157; 33382202348.64893; 31648687057.85889; 24690254286.74731; 15694174535.42236;
Chile; cl; chl; 1994; 141304754771.9697; 23797036985.75903; 39212577143.79126; 35447351007.20215; 27008821454.45215; 15838968180.76514;
Chile; cl; chl; 1996; 216005028390.0522; 39690977879.70618; 63226929175.75464; 55957741181.20642; 41271866402.89771; 15857513750.4873;
Chile; cl; chl; 1998; 243760621146.2822; 55496741874.1355; 73480395978.75342; 59824381844.81934; 40635676746.88281; 14323424701.69116;
Chile; cl; chl; 2000; 264831422048.2808; 52336492647.75562; 87022076178.42163; 69187316254.42822; 43493282483.2876; 12792254484.3877;
Chile; cl; chl; 2003; 322208883671.8086; 71760322048.75439; 100940605464.1431; 76702710530.79236; 55146380817.17871; 17658864810.94006;
Chile; cl; chl; 2006; 312354028020.7838; 65955351455.84247; 98615242305.40375; 77790945335.8645; 50551210568.31976; 19441278355.35327;
Chile; cl; chl; 2009; 964074933789.7582; 168049408823.3057; 330521414283.6389; 237617335633.8407; 171906265598.2847; 55980509450.68823;
Chile; cl; chl; 2011; 744989902845.314; 157467358564.8501; 257957051512.1807; 188992935992.0454; 109357067950.7813; 31215488825.45654;
Chile; cl; chl; 2013; 1011414365432.277; 204247544161.4922; 349996952840.0239; 253138489859.4248; 158593334305.0015; 45438044266.33496;
Chile; cl; chl; 2015; 1216460543400.178; 238711068216.6938; 418418734199.3115; 312275314070.6421; 181524684738.0483; 65530742175.48242;
Chile; cl; chl; 2017; 1394031077705.643; 237031295803.168; 468027986356.2217; 348980693037.585; 225277285299.4775; 114713817209.1904;
Colombia; co; col; 2001; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2002; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2003; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2004; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2005; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2006; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2007; 6754806326720.1; 87790509929.25356; 405926840594.5158; 1028717138557.615; 2042514184717.128; 3189857652921.587;
Colombia; co; col; 2008; 7071550248342.223; 201445268139.1194; 535892812015.9474; 1519802243779.735; 2122088121054.689; 2692321803352.732;
Colombia; co; col; 2009; 7909736010300.283; 474713468253.4597; 755207045091.3965; 1322676850933.364; 2339290943007.309; 3017771058841.643;
Colombia; co; col; 2010; 9677673317068.414; 775758918228.4601; 1145250029131.649; 1663231288999.792; 2845224459162.766; 3248208621545.748;
Colombia; co; col; 2011; 11838625823732.21; 1198999556887.038; 1498212071711.217; 2061565912424.404; 3288358035382.707; 3791490247326.848;
Colombia; co; col; 2012; 12868318706140.29; 1137280171440.424; 1664671671763.816; 2197328417984.802; 3534088945786.548; 4334949499164.703;
Colombia; co; col; 2013; 13259251239028.2; 1045788047925.108; 1664683598559.129; 2456019462503.794; 3832287186575.49; 4260472943464.675;
Colombia; co; col; 2014; 16491772450311.17; 1911537076484.162; 2575627688859.421; 3077040710714.395; 4514385895049.044; 4413181079204.149;
Colombia; co; col; 2015; 18399098187631.59; 2109906050729.722; 2786139480336.232; 3425440800534.218; 4708650126622.228; 5368961729409.191;
Colombia; co; col; 2016; 18943241801061.53; 2051563560972.405; 2842359968354.812; 3455001234129.916; 5230121373093.014; 5364195664511.378;
Colombia; co; col; 2017; 19517323441464.86; 1971794300303.078; 2967061506077.977; 3655815890132.558; 5395746718579.537; 5526905026371.714;
Colombia; co; col; 2018; 19653754438139.04; 1925595629025.401; 2916934979000.875; 3739673690438.209; 5483989576571.598; 5587560563102.959;
Colombia; co; col; 2019; 20915657222001.48; 1854300807491.71; 2830220390355.639; 3904335967652.493; 6116959459559.822; 6209840596941.817;
Colombia; co; col; 2020; 22729522861490.7; 2636277215492.621; 3162438895572.819; 5111815480675.515; 5948421652497.327; 5870569617252.413;
Colombia; co; col; 2021; 26533597502566.67; 3794389839842.105; 4814912166288.715; 5432476303875.139; 6423428690505.156; 6068390502055.558;
Colombia; co; col; 2022; 28202907870502.37; 3281456939986.669; 4895363374441.137; 5971652849366.99; 7874971272049.087; 6179463434658.487;
Colombia; co; col; 2023; 31089874343374.14; 2668274529610.741; 4653983026396.685; 6221235056823.607; 9049293983138.84; 8497087747404.271;
Czech Republic; cz; cze; 1992; 61977879113.85338; 4858106643.471537; 14738535441.32052; 19792288207.55482; 14128880987.06462; 8460067834.441876;
Czech Republic; cz; cze; 1996; 69759070004.46381; 5815881709.103667; 19563987589.1884; 23338757678.10862; 13828924852.41744; 7211518175.645682;
Czech Republic; cz; cze; 2002; 112704908053.221; 17125217713.17642; 34820432780.63583; 32595094786.87339; 18628057880.93401; 9536104891.601358;
Czech Republic; cz; cze; 2004; 119727826273.6119; 15389641286.66435; 37095680212.01048; 35602945696.32095; 21425390170.79219; 10214168907.82391;
Czech Republic; cz; cze; 2007; 144967637022.2684; 11712386639.08285; 39550049914.1881; 50895760530.28043; 27823747606.80239; 14985692331.91468;
Czech Republic; cz; cze; 2010; 140119194676.5833; 13117354061.68058; 38109798911.18424; 47324330822.41653; 23562586774.71976; 18005124106.58215;
Czech Republic; cz; cze; 2013; 127359677179.7766; 21704187922.90998; 32539496725.11503; 38276714205.71394; 21908651659.2436; 12930626666.794;
Czech Republic; cz; cze; 2016; 135099074480.4724; 17533739223.29406; 36412487497.08865; 42394228713.95838; 24489402774.47139; 14269216271.65991;
Denmark; dk; dnk; 1987; 98392738674.65413; 21943928192.32437; 28035974665.62045; 27200903691.41673; 13448260157.68205; 7763671967.610519;
Denmark; dk; dnk; 1992; 113872118817.4117; 22800476898.01162; 26623791262.63058; 36660225801.38896; 18349052055.48155; 9438572799.899023;
Denmark; dk; dnk; 1995; 135037659692.9167; 23666809287.36038; 40013126503.81734; 39418480496.23261; 20788949178.18299; 11150294227.32333;
Denmark; dk; dnk; 2000; 123180246805.805; 24391039092.03706; 37116604488.16692; 33292400958.53642; 17997677614.42946; 10382524652.63518;
Denmark; dk; dnk; 2004; 150705679372.0916; 29664741567.59994; 45574620807.42274; 40254263606.34311; 22437801224.24768; 12774252166.47818;
Denmark; dk; dnk; 2007; 138125995830.9193; 31397941571.65263; 40127866420.22418; 34673238705.88361; 19788981808.44402; 12137967324.71483;
Denmark; dk; dnk; 2010; 172231578845.0998; 35951536205.96355; 48443783645.38447; 44764191361.73839; 26994195866.40858; 16077871765.60483;
Denmark; dk; dnk; 2013; 185136858898.8427; 41986601605.6237; 50502771867.55809; 48296945685.90401; 27529638436.92973; 16820901302.82714;
Denmark; dk; dnk; 2015; 180955480697.3994; 37865343387.08496; 45502300842.33276; 50251376532.37999; 30290806353.40316; 17045653582.19847;
Denmark; dk; dnk; 2016; 179842887994.9975; 37605219572.3468; 45648730919.76013; 49827327176.9865; 29882686371.36309; 16878923954.54094;
Denmark; dk; dnk; 2017; 179593489191.0084; 36467929359.24744; 44549138985.7608; 50100675249.56387; 30935336049.93923; 17540409546.49705;
Denmark; dk; dnk; 2018; 178268001510.0278; 36820014244.27917; 44309820566.25565; 50520206419.75533; 30188473978.32489; 16429486301.41276;
Denmark; dk; dnk; 2019; 181347846547.186; 36166301597.40601; 45666343769.40109; 52118496636.67131; 30450506552.7109; 16946197990.99671;
Denmark; dk; dnk; 2020; 197027786166.2845; 39467545484.44672; 48841506008.40363; 56592881150.5722; 33544173351.58748; 18581680171.27443;
Denmark; dk; dnk; 2021; 191064108910.1837; 37024040202.5824; 47770859699.10294; 55272050243.68622; 32768716839.56707; 18228441925.24504;
Denmark; dk; dnk; 2022; 177512073920.0286; 36065355903.19839; 44195710461.07803; 50234162349.77773; 29813086203.77654; 17203759002.19791;
Estonia; ee; est; 2000; 275607942.2917294; 14837546.45193853; 45584008.36597059; 64878885.90606368; 65577876.94085231; 84729624.62690429;
Estonia; ee; est; 2004; 363383187.6338994; 21520917.00659446; 67903397.17363994; 85234192.30722424; 93630945.13312289; 92935125.44775756;
Estonia; ee; est; 2007; 515933275.0918785; 9154765.046724465; 114180187.917997; 169496560.5630241; 125440131.2779695; 97661630.28616354;
Estonia; ee; est; 2010; 829412533.5517316; 45513553.85568225; 163448534.6444235; 207189353.2507792; 203675190.5161159; 209585901.2847307;
Estonia; ee; est; 2013; 1008671140.840832; 36831351.47186292; 149728249.6897717; 247371506.2956399; 296461283.2490184; 244458698.9264349;
Estonia; ee; est; 2016; 1616381118.308456; 34226345.4504388; 344298141.971541; 492921646.3739805; 399975486.6672045; 344959497.8452915;
Finland; fi; fin; 1987; 4484816718.828488; 849752095.29115; 1390952403.204006; 1013891829.125094; 737956539.3053477; 492263851.90289;
Finland; fi; fin; 1991; 8286628594.016866; 1751811526.022485; 2371496989.684958; 1960566181.236593; 1333709602.539648; 869044294.5331825;
Finland; fi; fin; 1995; 13843071411.89714; 3938027631.300576; 3507910813.854423; 3171022744.148505; 2031889919.661617; 1194220302.932017;
Finland; fi; fin; 2000; 11574744888.08723; 3368289265.27178; 2910645250.961463; 2536682493.964871; 1648314931.738553; 1110812946.150558;
Finland; fi; fin; 2004; 12815933819.89597; 3808408374.928419; 3233691731.258872; 2648663149.522537; 1876896461.094963; 1248274103.091175;
Finland; fi; fin; 2007; 16071523294.22937; 4923771822.783496; 3763172358.092548; 3365664585.871358; 2425370432.600379; 1593544094.881588;
Finland; fi; fin; 2010; 16305112294.936; 5485401857.312073; 3722070732.722708; 3135270922.531016; 2387039889.900877; 1575328892.46933;
Finland; fi; fin; 2013; 17217732550.54791; 5972943857.412693; 4201412679.606987; 3012327133.174576; 2426703999.07292; 1604344881.280733;
Finland; fi; fin; 2016; 18978363204.29507; 7152822499.839767; 4499037523.691062; 3231408015.246583; 2496052031.15239; 1599043134.365275;
France; fr; fra; 1970; 7758253487.334603; 958085909.5713091; 2935127516.572987; 2000456982.985167; 1092617477.425548; 771965600.7795916;
France; fr; fra; 1975; 14041133002.87632; 1608334957.527496; 6321227983.87916; 3661382225.587672; 1510295512.853715; 939892323.0282772;
France; fr; fra; 1979; 25619999538.93938; 3209617639.198542; 10635701954.52843; 6412753143.35523; 3413948609.733812; 1947978192.123359;
France; fr; fra; 1984; 44906923400.79646; 6614277382.762051; 17156891981.32394; 11610822790.47001; 5715645145.366272; 3809286100.874196;
France; fr; fra; 1990; 52141905153.88226; 8730347326.775135; 21649134002.03784; 12800147251.55913; 5726470652.138992; 3235805921.371155;
France; fr; fra; 1996; 94263162727.74175; 18935708130.73961; 26116896763.45428; 28563072804.81722; 13004971546.32733; 7642513482.403303;
France; fr; fra; 1997; 98863368183.32904; 21160435437.3206; 25291664542.80547; 30261046764.81379; 14021545675.32149; 8128675763.067693;
France; fr; fra; 1998; 115739126852.7173; 26032040877.7721; 29633980077.77787; 35602505537.44888; 16276912110.42489; 8193688249.293595;
France; fr; fra; 1999; 119452620371.7468; 27247846950.08025; 32456549006.21957; 33706952521.91692; 15838497150.57056; 10202774742.95946;
France; fr; fra; 2000; 117188366583.452; 25475933916.89971; 32974125099.29392; 32993050937.85637; 15561289710.05124; 10183966919.35072;
France; fr; fra; 2001; 119405833427.0101; 25303115376.74683; 34303333486.88697; 33846385728.87354; 15584757883.47921; 10368240951.02359;
France; fr; fra; 2002; 108002002846.4144; 20407733063.45023; 32817763995.39754; 30606724547.13245; 14450080348.83949; 9719700891.594658;
France; fr; fra; 2003; 114975043732.3332; 22402144613.78054; 33107521646.10763; 33127764212.10184; 16006990591.06685; 10330622669.27635;
France; fr; fra; 2004; 120888632282.6807; 22675727773.38948; 35642588228.95594; 33973203158.77248; 17402927696.4828; 11194185425.08002;
France; fr; fra; 2005; 120788347652.9968; 19480580937.57145; 33064879076.77065; 37223282356.18327; 18460322205.58382; 12559283076.88762;
France; fr; fra; 2006; 122602260706.1095; 20773642726.18848; 34009576827.83073; 36558403145.44331; 18876236215.39385; 12384401791.25312;
France; fr; fra; 2007; 124618745212.8114; 19750509060.31038; 34619205738.67012; 37545495128.11348; 20239110236.21399; 12464425049.50342;
France; fr; fra; 2008; 124038312983.9073; 21668465693.98612; 32080701443.40231; 37342641436.01336; 19977251999.03796; 12969252411.4676;
France; fr; fra; 2009; 135764838501.105; 21816556075.64776; 35278405407.56638; 42193836522.87766; 21974737442.35857; 14501303052.65463;
France; fr; fra; 2010; 139569611126.6388; 23693334974.57969; 36687642024.06885; 42197584862.5332; 23135664299.55555; 13855384965.90155;
France; fr; fra; 2011; 140141974607.7307; 24590797652.10389; 36593167630.23722; 42957615776.71566; 22201326770.68026; 13799066777.99373;
France; fr; fra; 2012; 146132448641.1151; 27015885712.55566; 36786927024.06013; 46202979228.341; 22615744199.86835; 13510912476.28997;
France; fr; fra; 2013; 148708605573.174; 27448071603.97598; 37777805686.50391; 46435130774.99705; 22291890543.25655; 14755706964.44047;
France; fr; fra; 2014; 153093569626.7963; 28586221898.82208; 38271719883.8077; 48404103549.82426; 23205801883.00033; 14625722411.3419;
France; fr; fra; 2015; 156707620027.7209; 29772202123.35008; 40039024180.99883; 49306601538.08736; 23420137299.09232; 14169654886.19228;
France; fr; fra; 2016; 156203176994.3149; 30870059649.83174; 40671602065.67527; 49441779228.7141; 22720017167.25618; 12499718882.83761;
France; fr; fra; 2017; 158011190840.4662; 29141775863.19831; 41996146086.20483; 49151587983.01271; 24578302153.32477; 13143378754.72564;
France; fr; fra; 2018; 157418142832.8116; 27317100915.89066; 39911258736.73491; 51814522280.70493; 24380169066.93396; 13995091832.54714;
France; fr; fra; 2019; 160608329659.3138; 27219896172.20533; 39894079879.46839; 54167638183.04268; 24422258719.13591; 14904456705.46146;
France; fr; fra; 2020; 183674004652.794; 29119316639.26973; 44131327453.84406; 61987159345.29641; 29877216013.18358; 18558985201.20024;
Germany; de; deu; 1973; 47486785838.77845; 21825102585.39873; 16689690979.13726; 4116799474.246513; 2893055055.083354; 1962137744.912596;
Germany; de; deu; 1978; 29469646745.11745; 3311440486.856597; 5094088137.74206; 9594366034.883865; 6830193968.936764; 4639558116.698161;
Germany; de; deu; 1983; 42354370330.28632; 6681373663.529335; 8404526206.483733; 12110747851.84969; 8619710709.865324; 6538011898.558239;
Germany; de; deu; 1984; 33104819201.0312; 5173071846.020652; 8011893137.628213; 10035741106.44218; 5966659054.493825; 3917454056.446328;
Germany; de; deu; 1985; 33718804477.15344; 5446338575.265425; 8290222229.993962; 10888827071.72424; 5692066635.597163; 3401349964.572655;
Germany; de; deu; 1986; 36306140359.72926; 5297459903.273294; 9858367365.239994; 11514450579.6377; 5614861077.304648; 4021001434.273623;
Germany; de; deu; 1987; 35083588916.71235; 4905809845.507668; 9276229686.409313; 11831420285.1841; 6114985184.117097; 2955143915.494169;
Germany; de; deu; 1988; 38001336149.41862; 6400231021.230268; 10838290964.77032; 12192200179.93633; 5365091968.609653; 3205522014.87205;
Germany; de; deu; 1989; 37833353089.51636; 4227208825.442433; 11793457578.21673; 11704791765.98887; 6287617715.298935; 3820277204.569385;
Germany; de; deu; 1990; 38273700162.00517; 4891966305.576082; 11799861174.91929; 11670088886.17357; 6392907186.834384; 3518876608.501845;
Germany; de; deu; 1991; 58190759995.08192; 6128182966.122434; 17406723441.80144; 19695802585.9169; 9892087185.455452; 5067963815.785689;
Germany; de; deu; 1992; 67477458897.65623; 9138627912.477953; 19832603468.81692; 21690279876.11629; 10597815199.22992; 6218132441.015155;
Germany; de; deu; 1993; 75638668270.58388; 10458465673.80619; 24620139491.54499; 23218523198.67608; 11657566958.49196; 5683972948.064654;
Germany; de; deu; 1994; 78432958129.82896; 13606166735.75234; 23116197389.65708; 23734057415.52506; 12659481223.36787; 5317055365.526601;
Germany; de; deu; 1995; 88944419429.71115; 15320645777.45658; 24649914626.72781; 29487347743.04129; 12364526108.71301; 7121985173.772464;
Germany; de; deu; 1996; 117979194018.6984; 17192625517.52983; 28513884248.96663; 39515724329.76695; 20942215380.98374; 11814744541.45123;
Germany; de; deu; 1997; 121310895609.1906; 16945239751.70458; 31031890378.04266; 37433846284.33758; 23097147800.979; 12802771394.12676;
Germany; de; deu; 1998; 120135318983.0154; 14772056488.13637; 28530576815.91152; 37956978803.41399; 24396137434.5472; 14479569441.00631;
