cname; iso2; iso3; year; ehipubsocq0; ehipubsocq1; ehipubsocq2; ehipubsocq3; ehipubsocq4; ehipubsocq5;
South Korea; kr; kor; 2012; 25373407591685.81; 8841341152285.438; 5070583237406.883; 3950048278344.007; 3308629159191.089; 4202805764458.393;
South Korea; kr; kor; 2014; 30404615864058.25; 10027648448929.99; 6398269609312.191; 5167225916098.221; 4830689628872.949; 3980782260844.899;
South Korea; kr; kor; 2016; 99404134660702.06; 19861329795236.36; 18447029107827.44; 19370391318784.75; 21300854776879.75; 20424529661973.76;
South Korea; kr; kor; 2017; 106108020104757.7; 21060498362256.75; 21315629067058.73; 21145501467112.24; 21451072193674.38; 21135319014655.61;
South Korea; kr; kor; 2018; 117064053788177.3; 23500081608283.52; 23715967119608.22; 22332698185549.6; 24350366332748.52; 23164940541987.47;
South Korea; kr; kor; 2019; 140784480234236.8; 27681033639209.23; 30273085449336.73; 28349004430650.39; 27881328830428.74; 26600027884611.74;
South Korea; kr; kor; 2020; 192224109549637.5; 35153471744999.38; 39696962157650.66; 38739806325853.16; 40499168241675.39; 38134701079458.9;
South Korea; kr; kor; 2021; 199916301773776.6; 37057127585742.49; 42385056141938.56; 41029469954477.35; 40050209671488.9; 39394438420129.26;
Spain; es; esp; 1980; 0; 0; 0; 0; 0; 0;
Spain; es; esp; 1985; 6136185794.958601; 1552616179.913015; 2262203344.781681; 891227321.0065821; 603291322.4369705; 826847626.8203524;
Spain; es; esp; 1990; 10359095423.3625; 1893886814.059886; 3505681089.092103; 2108928347.367764; 1733587677.867584; 1117011494.975163;
Spain; es; esp; 1993; 25900061273.14617; 4874349656.096969; 5224228769.980988; 5786125285.79537; 5727739580.405058; 4287617980.867787;
Spain; es; esp; 1994; 26760538375.6699; 5469639461.375511; 5381403130.811766; 5310482414.109831; 5483656729.327076; 5115356640.045717;
Spain; es; esp; 1995; 24716937754.28179; 4880477028.56839; 4808296427.25735; 5086679414.253903; 4747417071.72476; 5194067812.477389;
Spain; es; esp; 1996; 26439502570.98675; 5477951092.796032; 4410400126.95902; 5661660201.311665; 5404294957.039339; 5485196192.880695;
Spain; es; esp; 1997; 25439901074.48712; 4574297521.783122; 4649013928.376287; 5376824248.304115; 5974417000.866272; 4865348375.157327;
Spain; es; esp; 1998; 21869128055.96476; 4609161638.284468; 3653194615.587486; 4701409074.196641; 4806035827.450286; 4099326900.445884;
Spain; es; esp; 1999; 23740933166.67382; 3767895295.911332; 3624548650.912679; 4323315714.705279; 4706481087.769649; 7318692417.374887;
Spain; es; esp; 2000; 28401125491.40033; 4297207155.971262; 4152371231.749121; 5542151703.256104; 7832131386.53558; 6577264013.888262;
Spain; es; esp; 2004; 28630896516.27732; 5237209654.169853; 8214069031.936211; 6499353352.626965; 5294557106.843544; 3385707370.70075;
Spain; es; esp; 2005; 30235720700.00806; 4618810988.5768; 8531296720.729016; 7033192931.305612; 6475949273.257304; 3576470786.139328;
Spain; es; esp; 2006; 33349505293.55083; 5750112795.39152; 10514045065.19583; 7342851547.405943; 5662713569.6703; 4079782315.887239;
Spain; es; esp; 2007; 59002180437.95414; 10062093025.66757; 16139469268.26418; 12578573554.45788; 10581535197.38583; 9640509392.178667;
Spain; es; esp; 2008; 70142900961.45711; 11097939196.2365; 20791717929.91393; 14938447763.04703; 13587507546.18719; 9727288526.072454;
Spain; es; esp; 2009; 85597204452.47781; 13506895380.53484; 24062492005.3645; 21314275757.99554; 14289054245.23864; 12424487063.34429;
Spain; es; esp; 2010; 85836022377.77786; 14501475514.46087; 23846737145.10846; 21738297838.4992; 14959601150.67624; 10789910729.03309;
Spain; es; esp; 2011; 82236222670.06264; 13394199301.32816; 22950063109.42798; 20556585455.71155; 14924068568.81841; 10411306234.77654;
Spain; es; esp; 2012; 94774314839.84894; 16942831403.55589; 24755673398.0675; 21097983585.78564; 17346179125.83018; 14631647326.60973;
Spain; es; esp; 2013; 89447916915.37128; 15799700415.71443; 22807288942.54604; 21167773642.6973; 16739299769.31981; 12933854145.09369;
Spain; es; esp; 2014; 76767973607.36082; 14141788444.81332; 20618964732.73161; 18563181854.74498; 14262134219.52228; 9181904355.548634;
Spain; es; esp; 2015; 72313921862.77122; 14571562372.94335; 19896745293.98374; 17464530025.61621; 12528501366.64735; 7852582803.580571;
Spain; es; esp; 2016; 66838387143.03536; 11586181865.12276; 19040279316.18472; 16561174428.68168; 11931985442.88018; 7718766090.166031;
Spain; es; esp; 2017; 65322460342.76664; 11314751970.92817; 19665995990.86213; 15103494676.54978; 11046679197.8173; 8191538506.609258;
Spain; es; esp; 2018; 70369806386.93776; 10985504321.02874; 20254172032.45007; 17997876886.2423; 12062752886.76671; 9069500260.44994;
Spain; es; esp; 2019; 74436329336.97531; 10744403964.83462; 21195535407.71687; 19621900517.32994; 14406926347.85254; 8467563099.241348;
Spain; es; esp; 2020; 107584609423.1906; 11633035888.94919; 28150771161.77816; 29638229440.45656; 21942445612.02731; 16220127319.97938;
Spain; es; esp; 2021; 90084428599.87851; 12268956215.36932; 24816276556.03319; 23811928765.40919; 17521687278.70605; 11665579784.36075;
Spain; es; esp; 2022; 79829506103.70273; 12830741810.91471; 23332718733.88636; 18587624373.17446; 14629962011.32924; 10448459174.39797;
Sweden; se; swe; 1975; 30265588097.47102; 2862114845.651669; 8303320131.182229; 9857195788.536442; 5854536016.322574; 3388421315.778104;
Sweden; se; swe; 1981; 68318416063.19692; 8932803035.41914; 15588440147.78533; 22493390747.24675; 12809211423.10137; 8494570709.644334;
Sweden; se; swe; 1987; 112865642151.5349; 10688731580.60241; 25083590044.97403; 38752577724.58715; 23183409804.97777; 15157332996.39351;
Sweden; se; swe; 1992; 212700614054.1319; 28255640328.32858; 49689377684.36226; 75744347186.84447; 36832036734.06002; 22179212120.53655;
Sweden; se; swe; 1995; 256093729242.4791; 62019094476.60336; 50381472018.7813; 81705614505.05823; 42096367390.46442; 19891180851.57178;
Sweden; se; swe; 2000; 255828167814.869; 44588413323.51315; 54194818702.70498; 85266339857.86572; 40711253533.02045; 31067342397.76469;
Sweden; se; swe; 2001; 264220632001.2109; 43205522266.11092; 58592346726.42113; 82296438718.67694; 45367681369.08275; 34758642920.91914;
Sweden; se; swe; 2002; 260481664252.1681; 46772627711.0575; 60230862280.28265; 80314215607.69577; 43848332491.03832; 29315626162.09388;
Sweden; se; swe; 2003; 266569308688.6472; 48271841743.60366; 59470178922.33146; 81488024877.38878; 46399790098.04181; 30939473047.28145;
Sweden; se; swe; 2004; 268546422457.9681; 50793758164.38963; 58849474166.34181; 83127660703.52988; 47627476793.84321; 28148052629.86361;
Sweden; se; swe; 2005; 270125681584.5121; 50120467958.30872; 62279577540.0211; 82577789223.35011; 46043708897.35386; 29104137965.47828;
Sweden; se; swe; 2006; 266287989539.1393; 52042786424.61291; 56373625798.43174; 79899601950.95738; 46997228712.08179; 30974746653.05549;
Sweden; se; swe; 2007; 238520800875.6466; 46430742090.62124; 53026961342.50246; 68209265117.29474; 41081737478.48384; 29772094846.74432;
Sweden; se; swe; 2008; 229030912891.859; 44962376806.92171; 49667242456.9052; 66861819251.30424; 38197060890.00817; 29342413486.71969;
Sweden; se; swe; 2009; 242932165126.0649; 50080155033.72511; 47962535820.86479; 72933761171.00626; 42223599218.98467; 29732113881.48406;
Sweden; se; swe; 2010; 255488566395.3178; 55858700705.98958; 49232005306.35484; 73974695780.5488; 45546305663.94685; 30876858938.47776;
Sweden; se; swe; 2011; 253906067521.0912; 53545811916.68295; 52830229618.95922; 69550493603.41841; 43627720894.31767; 34351811487.71296;
Sweden; se; swe; 2012; 267777478906.2884; 57568825301.43874; 55338096167.76353; 74639369639.87985; 46741263975.99518; 33489923821.21107;
Sweden; se; swe; 2013; 287716457393.8229; 69168913588.97224; 54079940661.06499; 81336145859.9937; 53864756449.95869; 29266700833.83329;
Sweden; se; swe; 2014; 303111343581.7114; 71842803317.48657; 58840163107.8995; 81515137007.565; 59321117376.31557; 31592122772.44478;
Sweden; se; swe; 2015; 309105969386.6348; 70446735847.13742; 60496695625.15824; 89347822921.6748; 52141667884.9483; 36673047107.71603;
Sweden; se; swe; 2016; 309450490913.0994; 66093769527.01039; 65365840000.53705; 88348269842.90134; 54051330050.56748; 35591281492.08318;
Sweden; se; swe; 2017; 320502795111.5104; 77607280644.15295; 67655696789.39397; 85434023248.92079; 53549257093.31641; 36256537335.72626;
Sweden; se; swe; 2018; 334485033263.0598; 75554277356.79375; 78912727951.39201; 86329892924.28328; 55453466279.54308; 38234668751.04768;
Sweden; se; swe; 2019; 350285457971.6989; 87276470612.41963; 72651929498.5116; 89277196824.29396; 62518130019.06763; 38561731017.40611;
Sweden; se; swe; 2020; 375632454957.6871; 89599103763.213; 80550282847.28879; 98778353416.78011; 65440967644.81372; 41263747285.59145;
Sweden; se; swe; 2021; 380245141498.1467; 85985747384.23082; 83448822115.54001; 99941744744.6579; 67247398669.01414; 43621428584.70381;
Switzerland; ch; che; 1982; 1589266443.327022; 690467807.0478921; 360899566.2969191; 221594270.6358196; 168918525.2809276; 147386274.0654633;
Switzerland; ch; che; 1992; 4051609887.49945; 1570933750.071264; 1036092020.280668; 797564975.2557141; 425742402.9426962; 221276738.949108;
Switzerland; ch; che; 2000; 14061455874.61411; 3413740267.149201; 4450593463.899077; 3081116940.415903; 2006887631.062848; 1109117572.087079;
Switzerland; ch; che; 2002; 16078642410.25752; 4356575467.528956; 5076836522.457854; 3476346766.363734; 2085588281.887279; 1083295372.019696;
Switzerland; ch; che; 2004; 19355683461.64037; 6876066013.091841; 5178122713.818141; 3924283416.887391; 2023891711.720665; 1353319606.122333;
Switzerland; ch; che; 2006; 18070527357.72396; 4027092872.355373; 5123506997.790936; 3963496972.10992; 3061775650.063065; 1894654865.404668;
Switzerland; ch; che; 2007; 16406141925.82219; 3483849763.491317; 4448978869.63764; 3857976783.376968; 2583370534.40289; 2031965974.913379;
Switzerland; ch; che; 2008; 17524376020.51046; 3766627708.210729; 4991927950.386374; 3765764153.552866; 2921066962.139861; 2078989246.220635;
Switzerland; ch; che; 2009; 21318453290.80647; 4668492214.228157; 5724307620.916502; 5052538449.251038; 3318664233.310409; 2554450773.100368;
Switzerland; ch; che; 2010; 23516735852.10415; 4990113190.910555; 6814631996.173994; 5656762271.771318; 3463724544.422639; 2591503848.825643;
Switzerland; ch; che; 2011; 23572063412.44506; 4550308035.07408; 6472104064.461315; 5501194330.761594; 3968882258.047567; 3079574724.100504;
Switzerland; ch; che; 2012; 25189875231.30206; 4647599180.638663; 7066176355.598551; 6465697135.790214; 3906501681.642903; 3103900877.631729;
Switzerland; ch; che; 2013; 28790674968.07376; 7921440960.791538; 8028704456.525999; 5730660142.911419; 4194137022.168996; 2915732385.675813;
Switzerland; ch; che; 2014; 28760972424.66707; 8962359163.047527; 7136715552.628358; 5816504210.507214; 3674960281.918048; 3170433216.565926;
Switzerland; ch; che; 2015; 30738087680.33716; 9503524793.660088; 7898382642.510886; 5756481241.048266; 4470154310.725459; 3109544692.392465;
Switzerland; ch; che; 2016; 30727773557.32882; 9080730580.229303; 7326113208.35509; 6266285272.088449; 4740881969.765976; 3313762526.890004;
Switzerland; ch; che; 2017; 30401615792.45337; 8051975363.780992; 7533756157.41268; 6296421126.848126; 4784596582.081801; 3734866562.329774;
Switzerland; ch; che; 2018; 30229437433.33272; 7830351443.96691; 7504116269.422138; 7084939523.221082; 4208959787.586082; 3601070409.136509;
Switzerland; ch; che; 2019; 31913258446.08756; 9589563390.779053; 7899451257.801356; 6793854923.852098; 4435947695.850187; 3194441177.804867;
Taiwan; tw; twn; 1981; 8327109094.053405; 2390661220.685039; 1300713816.952919; 1722232475.607065; 1115447514.095991; 1798054066.71239;
Taiwan; tw; twn; 1986; 14841450905.18277; 4383327985.000087; 2302168700.642171; 2348098389.755368; 2750229262.032644; 3057626567.752498;
Taiwan; tw; twn; 1991; 60120578315.07385; 16958408291.06733; 12616114017.56311; 11839239665.13598; 10067553399.73678; 8639262941.570648;
Taiwan; tw; twn; 1995; 489081362454.4338; 90509247213.00835; 89421390428.92371; 96174981957.70918; 98378767739.52533; 114596975115.2673;
Taiwan; tw; twn; 1997; 277278546308.2827; 49408941787.17289; 42021040366.75086; 45262789607.22905; 54395268205.27967; 86190506341.85019;
Taiwan; tw; twn; 2000; 412239964322.4813; 74854147182.79187; 57734276814.51691; 69315269890.78995; 81779820437.60138; 128556449996.7812;
Taiwan; tw; twn; 2005; 629026421526.1111; 97525316907.93452; 89025590997.71786; 102824806395.6349; 126608722119.214; 213041985105.6098;
Taiwan; tw; twn; 2007; 620558185646.5508; 103429887097.4158; 101077719759.8934; 124675408373.7299; 133745506135.4346; 157629664280.0771;
Taiwan; tw; twn; 2010; 510848766418.6282; 87932108228.37251; 86328300594.79301; 89834075830.49492; 109948098566.7911; 136806183198.1766;
Taiwan; tw; twn; 2013; 812018239154.7313; 161577218909.8856; 152131831821.7516; 159724937377.0359; 173674165441.4022; 164910085604.6559;
Taiwan; tw; twn; 2016; 969411769008.493; 218466679808.0659; 192676891500.5979; 182330099346.6209; 187243305777.4373; 188694792575.7708;
Taiwan; tw; twn; 2017; 1067615646624.83; 223239961877.2818; 215869246908.7293; 208106644518.2731; 211586038850.8578; 208813754469.6885;
Taiwan; tw; twn; 2018; 1076836730563.063; 221100809533.3338; 218902468106.5139; 211815377344.4967; 222831727888.6374; 202186347690.0815;
Taiwan; tw; twn; 2019; 1142359680481.52; 235196610094.6028; 227848566249.2964; 240622635994.1196; 233430679937.7898; 205261188205.711;
Taiwan; tw; twn; 2020; 1402222798697.275; 300750696476.1732; 288122827562.4861; 279061948481.7903; 292184623653.611; 242102702523.2143;
Taiwan; tw; twn; 2021; 1594975617630.43; 320404045000.2726; 338471516835.135; 330310398271.7308; 318853493878.004; 286936163645.2876;
United Kingdom; uk; gbr; 1968; 2469738101.373172; 539747415.7428352; 834714085.605197; 517509110.4962749; 378717250.4845231; 199050239.0443422;
United Kingdom; uk; gbr; 1969; 2973178084.728737; 710991557.8677204; 956187229.3435768; 653966708.0220922; 419706122.6189513; 232326466.8763964;
United Kingdom; uk; gbr; 1970; 3264485026.202474; 862612305.8439873; 961879317.4468558; 807007340.5600545; 388967123.8009381; 244018938.5506382;
United Kingdom; uk; gbr; 1971; 2785115524.171082; 1010821502.91698; 851653353.8879095; 497374479.9663662; 284069162.486842; 141197024.9129843;
United Kingdom; uk; gbr; 1972; 2814033564.392073; 1153997511.016133; 768747593.0644912; 447962623.5499598; 287467635.5883902; 155858201.173099;
United Kingdom; uk; gbr; 1973; 2851735614.986835; 1121579026.707301; 803569842.2642931; 494700123.0082707; 305096015.9999138; 126790607.0070557;
United Kingdom; uk; gbr; 1974; 3110849038.855061; 1260387462.382977; 831756791.6776569; 541406566.808889; 339441671.8107074; 137856546.1748311;
United Kingdom; uk; gbr; 1975; 4149635547.021754; 1629631683.177139; 1120550789.380331; 703143593.5133318; 455091188.5879279; 241218292.3630246;
United Kingdom; uk; gbr; 1976; 5271660316.115958; 2349683703.493823; 1215720786.48254; 941448389.3041483; 507152919.0649391; 257654517.7705081;
United Kingdom; uk; gbr; 1977; 7233290263.530234; 2876073667.700555; 1810569899.036483; 1249546135.93649; 873429643.9566078; 423670916.900098;
United Kingdom; uk; gbr; 1978; 9994475320.793659; 3660987188.830412; 2440849602.824429; 1945112054.212801; 1269501907.983228; 678024566.9427881;
United Kingdom; uk; gbr; 1979; 12598629096.32268; 3487259582.489254; 3338206072.394508; 2876982921.673914; 1948227910.449132; 947952609.3158699;
United Kingdom; uk; gbr; 1980; 15200297818.45; 4809798954.503126; 3806336611.324741; 3304014131.141913; 2179194679.499285; 1100953441.980938;
United Kingdom; uk; gbr; 1981; 20388127984.86061; 7236487300.07155; 5172038565.859193; 3817115275.271065; 2867244218.02659; 1295242625.632215;
United Kingdom; uk; gbr; 1982; 27215258331.23162; 11495150740.15547; 5832108021.322042; 4926884094.04152; 3222746103.339517; 1738369372.373065;
United Kingdom; uk; gbr; 1983; 27652895562.16317; 11607985148.01672; 6039395953.107599; 5028536878.65315; 3237933932.480637; 1739043649.905061;
United Kingdom; uk; gbr; 1984; 30219290252.38647; 12831821061.01447; 6667958534.76663; 5466985476.54663; 3321904440.520581; 1930620739.538166;
United Kingdom; uk; gbr; 1985; 32256967206.68764; 14241680497.40733; 6994372336.243773; 5587087008.984055; 3482943093.396791; 1950884270.655688;
United Kingdom; uk; gbr; 1986; 35168205894.52811; 14453191429.95105; 8268699607.461277; 6121095554.113722; 4081302621.542003; 2243916681.460061;
United Kingdom; uk; gbr; 1987; 38926152254.48936; 16178081119.10541; 8597818664.013275; 7149621951.60527; 4374963341.106866; 2625667178.658533;
United Kingdom; uk; gbr; 1988; 35807072652.68629; 15579282368.10076; 7275184476.868346; 6412007568.589709; 4161753641.317932; 2378844597.809544;
United Kingdom; uk; gbr; 1989; 38032386741.45518; 16139586304.89982; 8570824225.972599; 6541813441.995485; 4443748720.591209; 2336414047.996069;
United Kingdom; uk; gbr; 1990; 38877337938.40977; 16527466287.21957; 9114027402.152487; 6722969708.724052; 3945697052.610886; 2567177487.702765;
United Kingdom; uk; gbr; 1991; 44772518804.8746; 20347568565.52963; 9718672608.732685; 7342353949.289542; 4599322790.765124; 2764600890.557616;
United Kingdom; uk; gbr; 1992; 52273905609.96885; 25442152182.86761; 11815788997.4218; 7374913666.403285; 4753359136.81256; 2887691626.463587;
United Kingdom; uk; gbr; 1993; 59373058239.21053; 29219059013.38918; 12386118494.38878; 8478213145.180695; 5543685990.614171; 3745981595.637705;
United Kingdom; uk; gbr; 1994; 74119513608.99889; 34163992432.98431; 17608420960.46893; 12270346908.82474; 6487941737.165727; 3468396783.967571;
United Kingdom; uk; gbr; 1995; 76043148068.1358; 35636411475.88112; 16754587744.75621; 11336148382.90537; 6114700556.296301; 3017140412.34584;
United Kingdom; uk; gbr; 1996; 77088454929.24768; 36802602960.99872; 17019944662.3768; 10525217104.27178; 6071322168.061104; 3262833188.117495;
United Kingdom; uk; gbr; 1997; 77045656833.15549; 35515089902.27147; 16990315050.23975; 11257286912.16213; 6130633705.409288; 3348502505.87999;
United Kingdom; uk; gbr; 1998; 80777644202.44632; 37419047560.09679; 18451468009.51526; 11013715572.45219; 6433982859.073204; 3291573529.906372;
United Kingdom; uk; gbr; 1999; 84129599842.37057; 39064463843.00372; 18655028650.51285; 11746510318.3067; 6979158934.918714; 3646802745.712273;
United Kingdom; uk; gbr; 2000; 87237031724.08089; 39726594682.08372; 19513366441.74779; 12205347199.4461; 7156763623.541397; 3953841140.244692;
United Kingdom; uk; gbr; 2001; 93058622588.22159; 42817740923.4565; 20163957576.07527; 13366926828.76989; 7469590189.645313; 4470161040.348427;
United Kingdom; uk; gbr; 2002; 101787647725.7655; 45993790418.4366; 25611145928.92003; 16284744332.64825; 8767691804.723749; 5130275241.036866;
United Kingdom; uk; gbr; 2003; 112695557421.9423; 48530371186.54277; 28630294385.43598; 19324450689.39285; 10509188214.46429; 5701252946.106417;
United Kingdom; uk; gbr; 2004; 116994363389.3601; 49625462477.96489; 30724695361.94635; 19937439180.01371; 10476835957.36213; 6229930412.073034;
United Kingdom; uk; gbr; 2005; 120848803833.7138; 50020313149.46131; 32902162660.14711; 20030319840.30683; 11321790439.35368; 6574217744.444832;
United Kingdom; uk; gbr; 2006; 122038391428.2962; 48307524021.2061; 34748721778.2681; 20854405031.35497; 11702851336.91404; 6424889260.552933;
United Kingdom; uk; gbr; 2007; 129551414463.73; 54542749125.9239; 34025277066.63; 22162812228.57141; 11627803567.69528; 7192772474.909424;
United Kingdom; uk; gbr; 2008; 140088637127.5132; 56660815683.22807; 38131680775.16219; 24356535070.04593; 13617776492.60073; 7321829106.476227;
United Kingdom; uk; gbr; 2009; 153851276622.49; 61970932580.45798; 42991502965.73122; 26516073185.28494; 14776511723.26762; 7596256167.74818;
United Kingdom; uk; gbr; 2010; 163038229755.6761; 64764865515.06071; 45000395021.80803; 27912415361.62029; 16280959399.38588; 9079594457.801155;
United Kingdom; uk; gbr; 2011; 163228965643.7354; 65355108437.29706; 48410628417.13141; 26430244044.53519; 13974998270.76041; 9057986474.011269;
United Kingdom; uk; gbr; 2012; 171122614415.9227; 69876724644.25722; 48269109170.53712; 27557074868.32079; 16107405101.7681; 9312300631.039501;
United Kingdom; uk; gbr; 2013; 166078280266.2338; 68492960891.21255; 49153021423.17959; 25995870631.51665; 14257521700.53926; 8178905619.785702;
United Kingdom; uk; gbr; 2014; 169067825876.2375; 67560496729.4587; 50879173289.36718; 23682979658.0359; 14879488993.89426; 12065687205.48141;
United Kingdom; uk; gbr; 2015; 171742055596.5361; 68399192075.25612; 48871374581.3711; 25772927812.17075; 16782512748.1833; 11916048379.55482;
United Kingdom; uk; gbr; 2016; 176963529733.8198; 68532260162.81905; 50252538614.71204; 24810425562.14364; 19116880592.95972; 14251424801.18534;
United Kingdom; uk; gbr; 2017; 172479136427.4332; 65475866039.58402; 50381939416.20135; 25498391087.00502; 18651566374.08711; 12471373510.55567;
United Kingdom; uk; gbr; 2018; 176135023305.3436; 69770315476.17368; 49959951569.41234; 26990835376.19509; 17264591541.97378; 12148900834.87946;
United Kingdom; uk; gbr; 2019; 173454638050.2652; 66724648809.15038; 47278990275.78143; 24575230970.56226; 20412706309.38228; 14463061685.38885;
United Kingdom; uk; gbr; 2020; 208056330419.0638; 77649910537.53543; 57516391240.46873; 31585325661.60419; 24621679769.18778; 16683023210.26764;
United Kingdom; uk; gbr; 2021; 234877124620.5322; 80803588217.08723; 66225867301.22964; 41452414039.12583; 27630473304.93272; 18764781758.15676;
United States; us; usa; 1963; 0; 0; 0; 0; 0; 0;
United States; us; usa; 1964; 0; 0; 0; 0; 0; 0;
United States; us; usa; 1965; 0; 0; 0; 0; 0; 0;
United States; us; usa; 1966; 0; 0; 0; 0; 0; 0;
United States; us; usa; 1967; 6898133714.784101; 5110121051.1684; 1122931697.957619; 243742588.5438829; 334296467.2911453; 87041909.82305442;
United States; us; usa; 1968; 9440941937.161819; 6540912498.167777; 1584037210.08332; 535068889.246007; 381241373.7591712; 399681965.9055427;
United States; us; usa; 1969; 9205165905.989531; 7231819880.720776; 1261097822.992507; 318677628.2704715; 258791423.4385129; 134779150.5672644;
United States; us; usa; 1970; 17976507177.90921; 9687628895.127033; 4154624967.425691; 2139887308.883361; 1283887597.26778; 710478409.2053429;
United States; us; usa; 1971; 22497358926.51988; 12170768378.80888; 4612968175.853476; 2015678510.79248; 1747977369.87087; 1949966491.194176;
United States; us; usa; 1972; 22774637455.14252; 12191955832.66649; 5231367126.631504; 2635482491.939274; 1745273052.99287; 970558950.912389;
United States; us; usa; 1973; 21820200827.94052; 12860122433.33189; 4079077491.559993; 2422914535.828037; 1517904310.828478; 940182056.3921188;
United States; us; usa; 1974; 28633116819.89623; 15488245519.24665; 6317213426.14505; 3283079943.583276; 2217242148.178182; 1327335782.743077;
United States; us; usa; 1975; 42498030705.56274; 17134556415.29104; 12516650496.49938; 6324099651.238273; 4217274169.227238; 2305449973.306799;
United States; us; usa; 1976; 40759906494.42952; 17761599290.13361; 10933929457.09866; 5816215689.40731; 3901360121.965354; 2346801935.824587;
United States; us; usa; 1977; 37746836560.6624; 17677490515.18263; 9744083323.871056; 5015884312.317259; 3310313981.771093; 1999064427.520359;
United States; us; usa; 1978; 35460787513.26483; 16899065053.49876; 8748537992.888962; 4792034925.307954; 2974367427.935237; 2046782113.633922;
United States; us; usa; 1979; 55043376881.86317; 27698570028.66447; 14041998000.36835; 6525689505.916876; 4184733399.941287; 2592385946.972185;
United States; us; usa; 1980; 72119306103.71445; 34040486625.80796; 18838686515.82698; 9791531069.885641; 5729571880.089972; 3719030012.103902;
United States; us; usa; 1981; 73962638335.0829; 36754160557.42471; 18535376708.97553; 9269741490.567438; 6029635090.877444; 3373724487.23778;
United States; us; usa; 1982; 93439945886.47079; 43320094075.54913; 23293614209.78112; 13766223811.5786; 8669719903.557356; 4390293886.004596;
United States; us; usa; 1983; 97458845508.47247; 48713914784.65823; 22975400037.53624; 13454427224.18241; 7714166174.990654; 4600937287.104944;
United States; us; usa; 1984; 85413628900.62608; 46718257366.08422; 19167758728.65732; 9483530786.520706; 6231883999.236994; 3812198020.126846;
United States; us; usa; 1985; 87755757873.41905; 48740063731.97368; 18922512913.96913; 9563815697.419184; 6505624713.246652; 4023740816.810411;
United States; us; usa; 1986; 93173822408.09489; 49325893416.98988; 20124654033.46883; 11524228203.2135; 7304359714.762818; 4894687039.659867;
United States; us; usa; 1987; 110390254310.7432; 57686099147.10046; 25414809561.58587; 13133786995.38783; 8558013194.010433; 5597545412.658585;
United States; us; usa; 1988; 115684275194.6547; 58418703220.8448; 28692224319.48782; 13560489050.79508; 9303888551.851574; 5708970051.675388;
United States; us; usa; 1989; 123755162650.8857; 61361355650.66524; 31637029972.18933; 13949557290.51182; 10531901664.08021; 6275318073.43914;
United States; us; usa; 1990; 141380496535.9513; 68530014832.17811; 35367907966.89349; 18056818443.21669; 11801127027.32094; 7624628266.342026;
United States; us; usa; 1991; 169347052227.7701; 78540947410.66602; 45162098177.62837; 22007699480.15428; 14831569538.52681; 8804737620.794653;
United States; us; usa; 1992; 183293686320.9354; 77873757923.29713; 52304487696.02869; 26864283208.85085; 16473224675.94437; 9777932816.814322;
United States; us; usa; 1993; 196001162432.6911; 84292182588.15045; 56480124226.93429; 27597788344.71405; 17371201732.26338; 10259865540.62891;
United States; us; usa; 1994; 200205084708.7207; 82249157974.57712; 63284949976.33836; 26898358767.90125; 17043516184.29182; 10729101805.61214;
United States; us; usa; 1995; 197930218868.4709; 79574043798.96255; 63581031256.32035; 27343582642.0923; 17466227288.37224; 9965333882.723499;
United States; us; usa; 1996; 194331646095.2734; 77705257093.97598; 65201497086.27545; 26112909253.94506; 15469095532.65374; 9842887128.42321;
United States; us; usa; 1997; 182187571963.0347; 71140170896.81366; 61815240855.5393; 24008685293.27216; 16100735000.55568; 9122739916.853867;
United States; us; usa; 1998; 179291960256.9539; 67775950071.17001; 61642682550.76056; 24884883637.61647; 15165106306.16469; 9823337691.24217;
United States; us; usa; 1999; 170054085954.3206; 64971878933.75962; 59518721073.85735; 22580144602.3496; 14497714814.23649; 8485626530.117537;
United States; us; usa; 2000; 166956495208.6225; 60347260730.61891; 58098406497.88181; 23955267578.68195; 14310328858.63863; 10245231542.80121;
United States; us; usa; 2001; 183536927848.8867; 59592618141.29516; 65737259747.39135; 27833860545.50965; 18923469769.71307; 11449719644.97746;
United States; us; usa; 2002; 216477956573.5223; 63812854890.9351; 82085331784.85429; 33198522422.06397; 21921653725.10179; 15459593750.56713;
United States; us; usa; 2003; 220797478712.0536; 67807773109.81923; 81723451003.2242; 33815222413.01602; 22333388910.04259; 15117643275.95155;
United States; us; usa; 2004; 251544417540.0217; 65681331489.87225; 105155844745.3842; 40263948800.93568; 22756418744.92035; 17686873758.90916;
United States; us; usa; 2005; 254814705971.8633; 70085245252.72633; 102456458700.0381; 37738398996.07243; 24957686256.24359; 19576916766.78283;
United States; us; usa; 2006; 254324254109.061; 71167421286.16379; 103785969792.0374; 36118874035.0667; 24078842621.78569; 19173146374.00747;
United States; us; usa; 2007; 257886270301.2701; 68901635833.72392; 107521591372.069; 37046902814.46922; 24149133557.78989; 20267006723.21819;
United States; us; usa; 2008; 304904677943.9919; 79607196890.44621; 125090802912.4454; 45747196872.57802; 31715686088.04504; 22743795180.47721;
United States; us; usa; 2009; 588347936541.696; 131839963298.7839; 216906258969.015; 107252657035.5114; 77489589742.06332; 54859467496.3224;
United States; us; usa; 2010; 576455748490.6458; 117273993821.5053; 226563310585.8964; 104595878012.7673; 72840619063.33405; 55181947007.14277;
