cname; iso2; iso3; year; edhiq0; edhiq1; edhiq2; edhiq3; edhiq4; edhiq5;
Switzerland; ch; che; 2008; 446022648494.9733; 28239727934.37744; 60991618598.29266; 82445220057.44261; 104690501109.9625; 169655580794.8981;
Switzerland; ch; che; 2009; 446316238544.8337; 29448600700.4678; 61631606510.01505; 84909412554.69104; 104550428530.6075; 165776190249.0523;
Switzerland; ch; che; 2010; 458256373743.7367; 29902258915.28284; 62986094404.38736; 86263290857.07843; 105203904254.9402; 173900825312.0478;
Switzerland; ch; che; 2011; 471480602533.8548; 30205141952.45462; 64873196805.26727; 88911179188.64809; 111837624954.2045; 175653459633.2803;
Switzerland; ch; che; 2012; 486688743740.924; 31623552107.42561; 66172347654.03213; 93203957352.76376; 112294080822.7561; 183394805803.9464;
Switzerland; ch; che; 2013; 488457016482.4973; 34588455497.67621; 67110439721.32298; 87980527612.3942; 110738386869.0644; 188039206782.0395;
Switzerland; ch; che; 2014; 498194857248.4153; 35793975744.97651; 66389814389.00671; 89954932628.78499; 113721627906.4487; 192334506579.1984;
Switzerland; ch; che; 2015; 495140563476.9712; 35465383585.48814; 66151543023.27872; 88728005121.04716; 112429233195.4912; 192366398551.6659;
Switzerland; ch; che; 2016; 505059708507.004; 35732312643.25557; 66306421119.31516; 91644069494.04956; 115021990261.8867; 196354914988.497;
Switzerland; ch; che; 2017; 512873625732.7155; 34707149509.94009; 69238052231.97348; 92462212111.44119; 119322008513.6403; 197144203365.7205;
Switzerland; ch; che; 2018; 515706889094.5328; 33333720722.53985; 67349789658.04996; 94430108961.33595; 116444711574.4262; 204148558178.1809;
Switzerland; ch; che; 2019; 530358160437.4352; 34952449996.81253; 67646999124.87326; 96345289141.74265; 122204798682.4462; 209208623491.5606;
Taiwan; tw; twn; 1981; 2321041746829.782; 226902948128.6168; 339316832831.7991; 417051316131.076; 533043258546.0035; 804727391192.2863;
Taiwan; tw; twn; 1986; 3470071299640.093; 315168574087.4398; 484873818339.1806; 619034753676.4806; 787808113827.7638; 1263186039709.228;
Taiwan; tw; twn; 1991; 6809037234883.857; 566456293395.4026; 966036219016.4954; 1220138860502.375; 1598713401028.531; 2457692460941.053;
Taiwan; tw; twn; 1995; 9559441929289.316; 558530294384.1749; 1297464210401.788; 1759430869066.328; 2286261036336.128; 3657755519100.897;
Taiwan; tw; twn; 1997; 10762722882731.43; 715918391256.5854; 1443859857761.438; 1927902000611.406; 2548943834395; 4126098798707;
Taiwan; tw; twn; 2000; 11629860700023.57; 721987468874.1172; 1552071498319.047; 2115423371738.781; 2799173038941.688; 4441205322149.938;
Taiwan; tw; twn; 2005; 12109418415217.24; 686353231754.0763; 1515778088692.585; 2148516808892.396; 2898762789333.742; 4860007496544.438;
Taiwan; tw; twn; 2007; 11895843305430.79; 643499753485.4305; 1473007982553.568; 2128436453263.258; 2848418005658.999; 4802481110469.538;
Taiwan; tw; twn; 2010; 11430617994114.44; 575676682930.2146; 1359906257703.592; 2012936616263.533; 2803085898127.876; 4679012539089.227;
Taiwan; tw; twn; 2013; 12399117840662.95; 654793852292.5415; 1499985116961.816; 2242585562919.01; 3058231625297.925; 4943521683191.653;
Taiwan; tw; twn; 2016; 13160125248570.37; 706685723919.9667; 1556413987228.831; 2294751077207.793; 3176420855072.283; 5425853605141.499;
Taiwan; tw; twn; 2017; 13769449991015.15; 727464867844.0208; 1610097681260.285; 2408621416235.906; 3349411978030.866; 5673854047644.074;
Taiwan; tw; twn; 2018; 14102514214742.6; 712497470046.0879; 1623798658541.013; 2405667056378.497; 3423655113410.225; 5936895916366.776;
Taiwan; tw; twn; 2019; 14427582610832.95; 738424067013.3501; 1654338499020.009; 2539326317054.039; 3516449881951.285; 5979043845794.264;
Taiwan; tw; twn; 2020; 14617173028917.51; 758044725306.4838; 1722794689879.103; 2529152010341.272; 3560204538065.163; 6046977065325.486;
Taiwan; tw; twn; 2021; 14683948908059.82; 755979749324.749; 1698150861143.418; 2553935361681.643; 3529707383334.967; 6146175552575.044;
United Kingdom; uk; gbr; 1968; 42278418244.39266; 2598740300.606349; 6891437514.756267; 8279230063.906477; 10162422662.99248; 14346587702.13109;
United Kingdom; uk; gbr; 1969; 48373708885.973; 2924033705.326912; 7661509721.33298; 9752272129.562546; 11575913601.80025; 16459979727.95031;
United Kingdom; uk; gbr; 1970; 49160831348.25365; 2924994318.716872; 7698077933.822819; 10163714402.86423; 11589320413.98122; 16784724278.8685;
United Kingdom; uk; gbr; 1971; 53440325106.72207; 3118640690.170307; 7991091421.312587; 10883284965.96353; 12861986308.49014; 18585321720.7855;
United Kingdom; uk; gbr; 1972; 60114509367.67719; 3487435048.524974; 9048709104.268974; 12338366247.58797; 14734132527.00311; 20505866440.29216;
United Kingdom; uk; gbr; 1973; 70721996396.01965; 4021548674.321525; 10372423622.44252; 14352128265.54833; 17239332429.41152; 24736563404.29576;
United Kingdom; uk; gbr; 1974; 82044403225.05492; 4732779743.078359; 11876034021.34468; 16796484208.06655; 19958499055.92206; 28680606196.64326;
United Kingdom; uk; gbr; 1975; 97352588545.20998; 5819095987.7281; 14031340722.24088; 20104853623.42449; 24300140452.27868; 33097157759.53784;
United Kingdom; uk; gbr; 1976; 108920364711.4588; 7216107563.944118; 15241925769.50462; 22080391231.91595; 26725486439.44333; 37656453706.65079;
United Kingdom; uk; gbr; 1977; 123470645040.6656; 8007648124.497589; 17638195649.72028; 25494645050.21164; 30598736575.04555; 41731419641.19051;
United Kingdom; uk; gbr; 1978; 144553575295.0954; 9568523528.654228; 19631550020.30312; 29713460489.78194; 35838229468.90687; 49801811787.44923;
United Kingdom; uk; gbr; 1979; 167455363855.6413; 10222299959.83725; 22597481627.23906; 34170657833.27176; 42545763550.05353; 57919160885.23973;
United Kingdom; uk; gbr; 1980; 202821949686.6884; 12440984209.79113; 26426906650.05005; 41274637335.40608; 50949708401.60105; 71729713089.84006;
United Kingdom; uk; gbr; 1981; 225532635660.7; 15444762871.71676; 29059261109.51292; 43779610623.98494; 56943646030.12077; 80305355025.36458;
United Kingdom; uk; gbr; 1982; 266324165374.1369; 19930464650.01419; 30508838613.3373; 52463960017.65105; 66617914397.9126; 96802987695.22174;
United Kingdom; uk; gbr; 1983; 266866762062.9389; 20046410240.76439; 30727883436.69063; 52588052531.9682; 66658989256.64745; 96845426596.86823;
United Kingdom; uk; gbr; 1984; 287779014957.4743; 21609868296.85667; 32036944142.56453; 56638203914.00775; 71285191534.42412; 106208807069.6213;
United Kingdom; uk; gbr; 1985; 317388681319.7809; 23015443378.18276; 34631938292.36835; 61399515649.37071; 79151109642.3743; 119190674357.4848;
United Kingdom; uk; gbr; 1986; 349218677157.2849; 24369549429.33933; 37163467043.9611; 65005986175.76207; 86383285138.90092; 136296389369.3215;
United Kingdom; uk; gbr; 1987; 387531100700.1682; 26326421798.48796; 39244795182.33305; 73973034921.50325; 94912850575.06891; 153073998222.7751;
United Kingdom; uk; gbr; 1988; 431613689761.4914; 26637675172.20458; 42537553919.34049; 81177680605.21732; 106725780322.6143; 174534999742.1147;
United Kingdom; uk; gbr; 1989; 460515601001.2725; 28226167592.61343; 47727020861.28934; 85319743523.22066; 118763718612.0772; 180478950412.0719;
United Kingdom; uk; gbr; 1990; 519850162596.6886; 30071341819.58767; 53718186603.97789; 99614331800.97839; 127200719607.1508; 209245582764.9939;
United Kingdom; uk; gbr; 1991; 561391244098.0732; 34560120919.59778; 55037932385.61705; 104065674860.9085; 140817284568.4369; 226910231363.513;
United Kingdom; uk; gbr; 1992; 568358779775.6061; 40019875219.86878; 57148954579.70664; 104285181995.7874; 141628389184.1603; 225276378796.083;
United Kingdom; uk; gbr; 1993; 583965006199.9032; 42495426999.2631; 56449441351.07685; 105153797678.2805; 143120862864.1691; 236745477307.1136;
United Kingdom; uk; gbr; 1994; 611413725206.5439; 44187347741.4485; 54284963298.03748; 105989744193.2028; 148297314569.6106; 258654355404.2446;
United Kingdom; uk; gbr; 1995; 593835156124.7697; 44383058281.78205; 51842214463.92433; 101102140971.7322; 146131927109.877; 250375815297.4541;
United Kingdom; uk; gbr; 1996; 637982881178.3295; 46799769552.4652; 57793399133.31799; 108688894918.8433; 157306024573.7397; 267394792999.9633;
United Kingdom; uk; gbr; 1997; 686828787240.1654; 47604639655.89191; 63481386495.08484; 119225804619.9254; 167150106188.4604; 289366850280.8027;
United Kingdom; uk; gbr; 1998; 733124099233.6102; 49713984010.22099; 65524532697.19318; 123005340336.8606; 178792949837.7817; 316087292351.5537;
United Kingdom; uk; gbr; 1999; 768211235124.0477; 51849631229.2289; 69386190326.28265; 129657375508.5034; 184178126134.6187; 333139911925.4141;
United Kingdom; uk; gbr; 2000; 856678445465.8085; 53828058744.95696; 77206715611.12946; 137890793905.2082; 196548247913.0161; 391204629291.4978;
United Kingdom; uk; gbr; 2001; 886141389727.7236; 59460010082.72723; 82477965584.19861; 147394227304.3691; 206725731546.2432; 390083455210.1855;
United Kingdom; uk; gbr; 2002; 946010589670.1274; 64448390703.83669; 93936963705.91797; 161156002835.3616; 226462637160.2671; 400006595264.7441;
United Kingdom; uk; gbr; 2003; 980429581228.8348; 68691904776.14023; 101406286251.2456; 167522854706.0632; 233730470747.3813; 409078064748.0044;
United Kingdom; uk; gbr; 2004; 1030667658138.161; 73691011117.94714; 108339572432.9192; 175425327299.0547; 242080588972.8975; 431131158315.342;
United Kingdom; uk; gbr; 2005; 1082936409802.392; 75544426828.14217; 114483589490.1611; 177241166686.4854; 253770301443.188; 461896925354.415;
United Kingdom; uk; gbr; 2006; 1137627432671.849; 74038975222.56395; 120110377445.2335; 187348705927.9502; 269744883278.9492; 486384490797.1523;
United Kingdom; uk; gbr; 2007; 1169034026380.104; 82389753254.59831; 122196877088.6458; 197805024911.4697; 277923566349.1338; 488718804776.2563;
United Kingdom; uk; gbr; 2008; 1236834233147.789; 88175049707.89978; 130726678640.3865; 205221807139.8253; 290931494357.3145; 521779203302.3633;
United Kingdom; uk; gbr; 2009; 1264265923888.368; 91679145757.54727; 135030306354.4703; 204541680740.0527; 291922690159.8369; 541092100876.4609;
United Kingdom; uk; gbr; 2010; 1269050965029.048; 95400801600.81244; 137817353952.9872; 206982111640.3601; 299586131257.298; 529264566577.5903;
United Kingdom; uk; gbr; 2011; 1309015653223.981; 97643580221.97739; 148746119715.8933; 213693894975.5664; 307388351092.2568; 541543707218.2871;
United Kingdom; uk; gbr; 2012; 1348517351981.321; 104067480375.7813; 149886697937.1035; 222103104024.6201; 319218422308.1074; 553241647335.709;
United Kingdom; uk; gbr; 2013; 1375813488326.975; 104317681164.3409; 160356728120.373; 229600610892.9194; 328967126447.8689; 552571341701.4727;
United Kingdom; uk; gbr; 2014; 1458965189550.976; 104615740696.9995; 169543694716.7234; 235646284336.314; 342867098745.2627; 606292371055.6768;
United Kingdom; uk; gbr; 2015; 1493677909194.779; 108453499919.0158; 170959805618.3931; 241566762497.5679; 351453709745.2969; 621244131414.5049;
United Kingdom; uk; gbr; 2016; 1529902927158.995; 110443850554.069; 176680970619.3396; 251242704995.3839; 362863508717.2383; 628671892272.9639;
United Kingdom; uk; gbr; 2017; 1578355300417.196; 110363376132.6119; 182094329581.1045; 259992373635.3613; 369897392888.415; 656007828179.7031;
United Kingdom; uk; gbr; 2018; 1666372048768.915; 114130840232.3033; 191020702499.006; 276374788302.0967; 395529166782.7461; 689316550952.7632;
United Kingdom; uk; gbr; 2019; 1725397181411.674; 115656978620.0971; 195903668734.9509; 286008802042.5967; 407430680447.4036; 720397051566.626;
United Kingdom; uk; gbr; 2020; 1716244917726.352; 124857059772.9563; 204117469087.9414; 288556714891.625; 403148541663.2744; 695565132310.5547;
United Kingdom; uk; gbr; 2021; 1798464677304.319; 129927832064.6315; 217977695987.0552; 304597869878.4502; 430422916595.4922; 715538362778.6895;
United States; us; usa; 1963; 554737357262.5974; 25698093478.80724; 74006791869.19154; 113107715971.1778; 140367645119.1052; 201557110824.3156;
United States; us; usa; 1964; 596444696873.3785; 26843247700.02222; 79350284983.22357; 122118624143.5656; 149740620851.1431; 218391919195.424;
United States; us; usa; 1965; 651057721231.0525; 29605603318.18139; 85911882481.91939; 130717040142.9344; 164710279633.8837; 240112915654.1336;
United States; us; usa; 1966; 740200109593.9773; 38521457559.35954; 102595343909.3674; 148029248095.4913; 185299868759.4869; 265754191270.2721;
United States; us; usa; 1967; 762010113090.3192; 34487780820.9901; 103135387554.7938; 157374230250.2066; 190710428237.1126; 276302286227.2161;
United States; us; usa; 1968; 826432817590.3021; 40042494988.79472; 113197779824.3546; 170879653477.9406; 206700193628.9373; 295612695670.2749;
United States; us; usa; 1969; 908237673608.7111; 44111645338.81367; 123827790521.1812; 184729503269.7238; 229533937220.8833; 326034797258.1091;
United States; us; usa; 1970; 969827504522.6855; 44476031606.77851; 126935118716.1894; 196276924308.3747; 247427785465.6863; 354711644425.6565;
United States; us; usa; 1971; 1047866616628.359; 48775518852.11872; 130202665745.2623; 211766565340.3729; 270031918362.4426; 387089948328.1623;
United States; us; usa; 1972; 1152082518531.242; 54723216034.99818; 142372537182.9104; 228324246239.6511; 298025877849.9698; 428636641223.713;
United States; us; usa; 1973; 1248314396924.377; 62854539888.6619; 152607370453.4589; 249423231729.6874; 320807312534.1223; 462621942318.447;
United States; us; usa; 1974; 1336928084330.588; 69761641267.00084; 164491717844.1549; 263970426160.7693; 344002272781.4911; 494702026277.1721;
United States; us; usa; 1975; 1473224199393.25; 78406870913.5504; 182879574049.0607; 291976208652.972; 379319141744.4416; 540642404033.2257;
United States; us; usa; 1976; 1610732994740.59; 84628003074.60962; 199624893034.3924; 318399985568.7266; 413239858537.0944; 594840254525.7673;
United States; us; usa; 1977; 1733094041329.323; 94826842608.22351; 216964195104.2802; 339960898908.9247; 445468937647.8871; 635873167060.0074;
United States; us; usa; 1978; 1872206289239.064; 101283259429.5005; 236350332324.3859; 372756529376.3044; 482526912828.6664; 679289255280.2069;
United States; us; usa; 1979; 2143486138729.126; 124122779650.5034; 268509580413.6145; 415526125696.6508; 540419890008.9512; 794907762959.4066;
United States; us; usa; 1980; 2363176540783.428; 140698984525.8719; 299696362484.4763; 455330116756.3997; 601604316521.6268; 865846760495.0536;
United States; us; usa; 1981; 2556541578445.015; 153507753600.006; 316472813727.8308; 494471431706.0877; 656132439043.9937; 935957140367.0964;
United States; us; usa; 1982; 2770604725727.904; 164451502677.6358; 338580935074.6617; 526442499479.3098; 698661175869.839; 1042468612626.458;
United States; us; usa; 1983; 2966125759783.304; 174115967042.6556; 358156751314.5439; 551011163667.5796; 753838395709.3777; 1129003482049.147;
United States; us; usa; 1984; 3230589850292.891; 185983231004.4653; 388194642701.3615; 592335969325.5902; 821692729205.7621; 1242383278055.712;
United States; us; usa; 1985; 3458221456120.614; 196694078579.3755; 409172353135.867; 644818053594.8112; 870954692184.635; 1336582278625.925;
United States; us; usa; 1986; 3670203008664.321; 206115453384.4444; 428448639094.2674; 679651656193.3955; 926153539315.1962; 1429833720677.018;
United States; us; usa; 1987; 3965951534888.892; 227897661116.6198; 461902064000.9677; 734487979085.7622; 1002922969908.91; 1538740860776.632;
United States; us; usa; 1988; 4198007021172.331; 241511826206.6965; 489111901783.7081; 774612365228.2637; 1053080828002.631; 1639690099951.031;
United States; us; usa; 1989; 4518677216309.049; 259505329489.725; 528984885379.5065; 822425844372.8131; 1120521118349.41; 1787240038717.594;
United States; us; usa; 1990; 4684765884329.513; 272692683004.8497; 558196901495.734; 857242220235.6869; 1156866078823.92; 1839768000769.321;
United States; us; usa; 1991; 4865241412155.511; 287587724395.7701; 571205396654.7317; 875805564861.2189; 1224873207950.62; 1905769518293.171;
United States; us; usa; 1992; 5066289101760.542; 291972399431.1512; 582798084704.4735; 910545408679.9691; 1270031816652.844; 2010941392292.104;
United States; us; usa; 1993; 5436543283357.154; 309469264141.5364; 608301772168.0316; 930214706411.9606; 1302286294565.994; 2286271246069.631;
United States; us; usa; 1994; 5704536336616.777; 322967036161.0723; 637710315044.511; 976703003878.9944; 1377665978498.822; 2389490003033.377;
United States; us; usa; 1995; 5968911134378.007; 346758592399.8278; 682996930018.9041; 1039180279425.682; 1419297264024.744; 2480678068508.85;
United States; us; usa; 1996; 6292719000236.032; 357523523582.7216; 715411674489.0723; 1088982459145.246; 1510100365574.831; 2620700977444.161;
United States; us; usa; 1997; 6671217997322.232; 372379047570.6665; 751598508010.3934; 1148746421841.836; 1593119144524.611; 2805374875374.725;
United States; us; usa; 1998; 7003858558458.438; 386257892703.8576; 802749706183.84; 1228819653663.981; 1665265073457.979; 2920766232448.781;
United States; us; usa; 1999; 7439391377018.634; 412407150976.6658; 849129811119.1061; 1288005651916.893; 1797823274673.226; 3092025488332.743;
United States; us; usa; 2000; 7979638854801.683; 428101060428.1227; 914788846557.6179; 1369933602393.059; 1907731321362.977; 3359084024059.906;
United States; us; usa; 2001; 8209610977395.496; 430819732351.8633; 919279738707.5629; 1404327902795.598; 1961196672338.372; 3493986931202.101;
United States; us; usa; 2002; 8488043571821.047; 437560691644.2507; 946215203320.9397; 1455602773455.109; 2038318236486.016; 3610346666914.731;
United States; us; usa; 2003; 8887724010185.465; 445226350364.7764; 970874038929.2454; 1503408877820.572; 2143553574782.449; 3824661168288.423;
United States; us; usa; 2004; 9145578485616.043; 467665292539.6893; 1024849686168.147; 1540655201989.024; 2175611461534.168; 3936796843385.015;
United States; us; usa; 2005; 9726898703559.777; 497675596836.4678; 1046729571139.393; 1635260068079.814; 2277180235097.55; 4270053232406.552;
United States; us; usa; 2006; 10268288228282.29; 507738097308.881; 1118097355259.812; 1663656069514.823; 2405129563112.249; 4573667143086.525;
United States; us; usa; 2007; 10429012967018.76; 523494946730.5867; 1139831545780.358; 1767512313925.397; 2480673209530.683; 4517500951051.738;
United States; us; usa; 2008; 10718232606137.91; 565182212667.057; 1179671531353.756; 1754837592408.387; 2546719581125.139; 4671821688583.571;
United States; us; usa; 2009; 10921446678443.49; 620693362132.7709; 1230913515171.641; 1780617270496.989; 2579567999247.587; 4709654531394.506;
United States; us; usa; 2010; 10799420301399.21; 586219086237.9827; 1224646171598.756; 1801978169539.79; 2601672285935.311; 4584904588087.374;
United States; us; usa; 2011; 11430096648922.97; 612525149342.6493; 1254142874527.682; 1855589136930.795; 2685647473590.51; 5022192014531.336;
United States; us; usa; 2012; 11847362357692.77; 634893074142.703; 1280505837096.901; 1927984891585.45; 2790576226137.361; 5213402328730.358;
United States; us; usa; 2013; 11973945660630.54; 645108450771.4921; 1309991835053.406; 1937804166361.454; 2823785802901.011; 5257255405543.183;
United States; us; usa; 2014; 12383557860059.06; 641690193014.3983; 1373092905301.193; 2038779744128.458; 2848707113039.05; 5481287904575.959;
United States; us; usa; 2015; 12861905311339.94; 673559848495.191; 1445660839638.483; 2104804087992.059; 2986014998558.602; 5651865536655.606;
United States; us; usa; 2016; 13667948161406.7; 693808197453.0858; 1521017014894.596; 2184182608081.487; 3197439339842.642; 6071501001134.889;
United States; us; usa; 2017; 14293944166839.84; 709053442258.0099; 1551935541385.994; 2335770590978.49; 3363085001783.268; 6334099590434.084;
United States; us; usa; 2018; 15369668021109.63; 758467488507.7701; 1634608202557.68; 2460330780688.197; 3555984327733.171; 6960277221622.812;
United States; us; usa; 2019; 16679403976666.69; 832122014762.2889; 1754331383803.774; 2642732915005.42; 3882478539205.473; 7567739123889.733;
United States; us; usa; 2020; 17392932094084.29; 912041963329.738; 1950616870052.915; 2846276353484.334; 3972643538760.727; 7711353368456.577;
United States; us; usa; 2021; 18428088245820.23; 953700700060.6842; 2098820150440.057; 3016438080306.477; 4247335888162.012; 8111793426850.994;
United States; us; usa; 2022; 18351038698118.46; 890483575652.5491; 1939027681625.939; 2915962964577.386; 4229525396233.782; 8376039080028.806;
United States; us; usa; 2023; 19800799069983; 977627250868.3752; 2118057967522.544; 3130501685578.422; 4583002734673.009; 8991609431340.648;
Uruguay; uy; ury; 2004; 287030136430.2438; 27363736181.44297; 29168637734.70942; 40261042032.28233; 58019885571.24818; 132216834910.561;
Uruguay; uy; ury; 2005; 307835842049.1461; 29846341129.37998; 31089479294.70729; 43485526527.70291; 62333182634.37096; 141081312462.985;
Uruguay; uy; ury; 2006; 334929934910.1789; 29767123612.5412; 33384223133.35254; 47293721995.14453; 67776244834.75; 156708621334.3906;
Uruguay; uy; ury; 2007; 371923566165.1007; 32937503362.51382; 38216524867.18457; 52608598020.80859; 75475059491; 172685880423.5938;
Uruguay; uy; ury; 2008; 439523653519.6238; 37560429341.69214; 42844355024.63867; 62586069621.80859; 89127947280.59375; 207404852250.8906;
Uruguay; uy; ury; 2009; 505691928930.1699; 43582337092.39648; 51181713191.65625; 72827474543.24219; 104889949383.8125; 233210454719.0625;
Uruguay; uy; ury; 2010; 604559133113.292; 54235963509.13776; 63680004803.51367; 89249054630.73438; 126097172308.3594; 271296937861.5469;
Uruguay; uy; ury; 2011; 700699015333.043; 60443648401.82422; 80120633199.38281; 111817325282.1484; 151259972649.1406; 297057435800.5469;
Uruguay; uy; ury; 2012; 733535131315.8384; 67659279817.7251; 87510769051.71484; 122723593769.6953; 163702145388.1094; 291939343288.5938;
Uruguay; uy; ury; 2013; 859303430557.6357; 78391993615.58496; 97777525587.39453; 136683381438.8281; 188795189632.4531; 357655340283.375;
Uruguay; uy; ury; 2014; 973630259875.0891; 87311475180.29224; 115063353591.3594; 159181640239.4063; 211551681474.9688; 400522109389.0625;
Uruguay; uy; ury; 2015; 1089954922332.453; 100450072839.8557; 127182828404.9102; 176634983575.9531; 235700243458.1719; 449986794053.5625;
Uruguay; uy; ury; 2016; 1190416599255.281; 112250528642.0034; 140944911546.168; 195905268288.625; 255915910808.1094; 485399979970.375;
Uruguay; uy; ury; 2017; 1325614666374.13; 124498762936.6143; 158769122730.9063; 211902640254.8906; 283177053423.1875; 547267087028.5313;
Uruguay; uy; ury; 2018; 1400866797446.291; 133373988975.6738; 167643603126.5703; 222397938013.8906; 303461571319.5; 573989696010.6563;
Uruguay; uy; ury; 2019; 1494912603026.57; 146654516823.375; 175286395995.3828; 241751821254.875; 321914469028.9375; 609305399924;
Uruguay; uy; ury; 2022; 1888596808643.422; 191380417377.9453; 209942070394.0547; 287344864406.3281; 398987490017.8438; 800941966447.25;
