cname; iso2; iso3; year; edhiq0; edhiq1; edhiq2; edhiq3; edhiq4; edhiq5;
Canada; ca; can; 1982; 365783713501.099; 18385358565.87511; 44992786596.6228; 73676859608.771; 94782058606.62305; 133946650123.207;
Canada; ca; can; 1984; 410617947160.7503; 20976945358.5711; 45737429586.49072; 80853218748.02051; 107023438275.8203; 156026915191.8477;
Canada; ca; can; 1985; 441035947620.4565; 23514948588.89977; 49033756922.79207; 84606459326.02832; 114623224246.0977; 169257558536.6387;
Canada; ca; can; 1986; 477134404685.051; 29548935524.88593; 62285994640.25684; 94049834163.12207; 121408018978.1572; 169841621378.6289;
Canada; ca; can; 1987; 515038568182.3368; 31790602354.21298; 66276608895.3252; 99527350321.0437; 129155523851.4697; 188288482760.2852;
Canada; ca; can; 1988; 553191640586.6259; 32837578952.59216; 70122574638.94385; 108840885110.75; 141264105193.6641; 200126496690.6758;
Canada; ca; can; 1989; 597011862283.5148; 36833270715.56114; 78532325116.24756; 116821698810.8506; 148743439596.5957; 216081128044.2598;
Canada; ca; can; 1990; 628473342239.5726; 38453525037.76891; 80325936493.04785; 121972921605.8438; 158261403273.6982; 229459555829.2139;
Canada; ca; can; 1991; 651159010885.9167; 40033465450.35521; 82163918357.02246; 126019850004.5264; 163778564502.751; 239163212571.2617;
Canada; ca; can; 1992; 674502051680.0444; 43287536169.93551; 84526005917.57373; 132844455799.166; 170449318534.0762; 243394735259.293;
Canada; ca; can; 1993; 676864032848.7803; 43086788377.37259; 83892344582.05811; 131631066415.54; 174957700243.123; 243296133230.6865;
Canada; ca; can; 1994; 702239002586.8943; 44759932822.39825; 86011555114.45313; 137529184780.2402; 180362673843.875; 253575656025.9277;
Canada; ca; can; 1995; 721348292224.5283; 47232045838.79637; 90868647151.38037; 137709967937.5762; 183198823441.9453; 262338807854.8301;
Canada; ca; can; 1996; 704690317822.8773; 44459965903.51359; 82652310633.85643; 130424737843.1147; 177181352720.6338; 269971950721.7588;
Canada; ca; can; 1997; 733068575547.5337; 45545899178.25033; 84671320272.99095; 132503048077.4873; 181936410341.1501; 288411897677.655;
Canada; ca; can; 1998; 772860580098.4606; 44949224760.09059; 88925963606.34027; 140337951278.3851; 189954155522.4773; 308693284931.1674;
Canada; ca; can; 1999; 817324347301.6019; 47025587137.5337; 94858088285.3148; 146955374235.5182; 203515822115.2186; 324969475528.0165;
Canada; ca; can; 2000; 874029167626.5165; 49771465971.68831; 100574095412.1342; 151996912566.8516; 215152478048.0621; 356534215627.7803;
Canada; ca; can; 2001; 938151606095.2897; 54748044742.6875; 107795764281.5938; 164851451341.5476; 228975926378.6825; 381780419350.7783;
Canada; ca; can; 2002; 972982754114.5551; 56173760185.02214; 114311076318.5943; 172220405971.877; 236539062241.8919; 393738449397.1698;
Canada; ca; can; 2003; 1005739532642.892; 58898814207.60755; 117788706426.1329; 177234524731.0275; 246943162625.627; 404874324652.4974;
Canada; ca; can; 2004; 1057368877760.747; 60121813778.72711; 123664956536.3336; 183273590479.1452; 259188925383.5697; 431119591582.9717;
Canada; ca; can; 2005; 1117588630247.09; 63572498165.0011; 130578012246.6497; 196285598089.2044; 274263454115.7385; 452889067630.4957;
Canada; ca; can; 2006; 1178236315774.968; 70180914594.09332; 138895380076.8046; 206108252339.1968; 282938296727.9733; 480113472036.8999;
Canada; ca; can; 2007; 1265875360318.227; 74192609237.56079; 151097170713.5037; 218687861971.1598; 304490173584.8879; 517407544811.1146;
Canada; ca; can; 2008; 1331901462374.417; 74284795810.74205; 154372764826.1238; 233996277821.5881; 320865862553.6505; 548381761362.313;
Canada; ca; can; 2009; 1354060577441.304; 78695527072.39047; 156466829817.943; 234444308569.8793; 328522637533.5423; 555931274447.5493;
Canada; ca; can; 2010; 1400890463004.773; 82105464143.5771; 161894298276.1124; 243171886459.3474; 340124531620.4688; 573594282505.2675;
Canada; ca; can; 2011; 1471105039323.627; 84491477250.02934; 171176360980.3106; 251238318369.1368; 356864326380.9319; 607334556343.2181;
Canada; ca; can; 2012; 1508781761556.76; 87020550929.418; 176651761618.987; 263382649973.7358; 366254000746.4036; 615472798288.2161;
Canada; ca; can; 2013; 1568864979237.124; 90306273992.06122; 177354837742.5651; 267700153302.7989; 382979519178.0491; 650524195021.6499;
Canada; ca; can; 2014; 1628798817315.756; 90868298395.26308; 197269254761.3699; 282662329293.9234; 397188428685.2531; 660810506179.9465;
Canada; ca; can; 2015; 1676656036915.079; 92511227605.84866; 186796591212.1126; 293979402774.1387; 415571959285.5475; 687796856037.4313;
Canada; ca; can; 2016; 1704420392338.064; 93666868837.1347; 202124231710.6425; 299284915580.7481; 418415703833.0818; 690928672376.4573;
Canada; ca; can; 2017; 1811124815183.412; 103943382072.5867; 214744862455.0685; 312328961004.928; 441471539820.6998; 738636069830.1292;
Canada; ca; can; 2018; 1888368260609.569; 107776691637.8451; 227462905293.5378; 325709936475.432; 459775806862.3223; 767642920340.4323;
Canada; ca; can; 2019; 1954771946020.068; 110085162768.4358; 232953245833.5698; 340424094012.2816; 472427107794.1396; 798882335611.6407;
Canada; ca; can; 2020; 2096259524704.887; 137449853987.5479; 260492023186.1274; 370042538761.8395; 506524900222.0177; 821750208547.3549;
Canada; ca; can; 2021; 2182992195287.381; 142363312016.2915; 275029248850.05; 381702779441.0373; 520615091297.8618; 863281763682.1406;
Chile; cl; chl; 1990; 7772502985090.169; 393349129074.2547; 623513326297.9453; 964344089174.125; 1566615489809.906; 4224680950733.938;
Chile; cl; chl; 1992; 13574072281113.22; 682543007739.3588; 1061853936249.422; 1685902322788.438; 2607353399030.125; 7536419615305.875;
Chile; cl; chl; 1994; 19921409778024.45; 877985604013.0784; 1519389251043.75; 2494290383740.5; 3955260047427.625; 11074484491799.5;
Chile; cl; chl; 1996; 26514146186284.38; 1236443719248.749; 2098428122563.875; 3382497667229.625; 5419931069700.375; 14376845607541.75;
Chile; cl; chl; 1998; 32382561537152.89; 1532958590246.216; 2591080348262.422; 4125385683014.75; 6520273082671.688; 17612863832957.81;
Chile; cl; chl; 2000; 37480279088197.32; 1748697292958.819; 3021826568937.344; 4645143198077.969; 7179332449208.188; 20885279579015;
Chile; cl; chl; 2003; 41448921630471.2; 1896080612989.243; 3398021437318.453; 5397438486969.625; 8342219192638.688; 22415161900555.19;
Chile; cl; chl; 2006; 50400412911963.42; 2304413236644.217; 4368028335815.547; 6872796495699.969; 10627000742630.69; 26228174101173;
Chile; cl; chl; 2009; 62560894103497.13; 2921056204549.254; 5412348975740.25; 8174619794476.625; 12889419627202; 33163449501529;
Chile; cl; chl; 2011; 70161645575440.76; 3538536356832.507; 6101982346485.25; 9282881170312.25; 14856484953932.75; 36381760747878;
Chile; cl; chl; 2013; 87881729498015.63; 4288265795818.252; 7797916214118.125; 12239403418034.25; 18595458332784.5; 44960685737260.5;
Chile; cl; chl; 2015; 103494886570220.7; 4929934327218.116; 9478705098833.125; 14408020379061.5; 21939820578359.5; 52738406186748.5;
Chile; cl; chl; 2017; 118464813600494.7; 5595168227580.731; 10722075428853.5; 16292659948402; 24788230878390.5; 61066679117268;
Colombia; co; col; 2001; 158397994843449.8; 4978294342164.868; 13910954422843.67; 21956727574171; 33995422635977.76; 83556595868292.48;
Colombia; co; col; 2002; 171655094176518.9; 5241784313886.099; 14278535994200.87; 22758281879557.27; 36849813153716.32; 92526678835158.34;
Colombia; co; col; 2003; 184999004803679.1; 6032382337213.62; 16689309483764.01; 25857598750832.39; 40587015847648.95; 95832698384220.11;
Colombia; co; col; 2004; 201913922385829.1; 6590537907779.366; 17797780324019.48; 27957063449369.66; 43205066464626.05; 106363474240034.5;
Colombia; co; col; 2005; 232659141905055.7; 8278564914935.075; 20790854318715.86; 32341405759859.19; 49440748479590.18; 121807568431955.4;
Colombia; co; col; 2006; 242250168057908.6; 9358480658593.467; 21948724850945.75; 33939547073538.17; 52110357778429.39; 124893057696401.8;
Colombia; co; col; 2007; 294132822424041.8; 14091704402324.02; 25185023568528.12; 38548847459858.63; 61147216955989.79; 155160030037341.3;
Colombia; co; col; 2008; 322708366312489.8; 15955475357194.42; 27836560015246.81; 43206838926107.57; 68419364769566.54; 167290127244374.5;
Colombia; co; col; 2009; 340167883662068.9; 17701861349083.05; 30983735629869.86; 46248190982521.41; 71791693400053.61; 173442402300541;
Colombia; co; col; 2010; 375985094500077.3; 19523096693478.54; 33928574721085.27; 51135035344892.37; 79331764955226.05; 192066622785395;
Colombia; co; col; 2011; 417435955222016.3; 22532587170183.73; 37413719037105.42; 57051463691874.26; 88519281436022.39; 211918903886830.5;
Colombia; co; col; 2012; 432305114884466.9; 22695569531082.39; 40440911811762.92; 60457090286457.83; 94413813324190.72; 214297729930973.1;
Colombia; co; col; 2013; 466258034787598.6; 23852464857523.96; 43368411113634.7; 65589562247939.73; 101622296314209.5; 231825300254290.7;
Colombia; co; col; 2014; 504408422617209.6; 26339409463398.07; 47148903893798.38; 71409186975393.41; 110099387109168.8; 249411535175450.9;
Colombia; co; col; 2015; 528252944016306.5; 29357650411242.25; 51431808501931.23; 75142595261108.67; 116215398948217.8; 256105490893806.6;
Colombia; co; col; 2016; 565446210596102.4; 33359634372018.05; 55716854604255.91; 82012259504411.67; 123059850289678.6; 271297611825738.2;
Colombia; co; col; 2017; 589630425642617.6; 35006028784975.54; 59215317242184.06; 86071901548981.17; 130626888214995.4; 278710289851481.4;
Colombia; co; col; 2018; 623268541398509.6; 36777237039352.51; 61587704721130.06; 91358101853258.59; 137424698635633.7; 296120799149134.8;
Colombia; co; col; 2019; 651579986566891.6; 37557118791747.66; 61893105610789.83; 95514537851929.75; 141891488165090.1; 314723736147334.3;
Colombia; co; col; 2020; 613149434228479.9; 36257603661842.54; 54287308707235.55; 87792445029656; 129800140707142; 305011936122603.8;
Colombia; co; col; 2021; 631940428325368; 36834942809320.54; 59730354103853.12; 90471264836453.7; 134236429914345; 310667436661395.8;
Colombia; co; col; 2022; 793419938164208.5; 44793712585009.95; 68520168053758.69; 107181648292332.4; 164723663607442.5; 408200745625665;
Colombia; co; col; 2023; 937957567729785.6; 53056109421289.46; 82389522457358; 128639066102732.2; 196722083820168.4; 477150785928237.6;
Czech Republic; cz; cze; 1992; 564966053964.8354; 41313173475.13594; 72918300377.05182; 115353264234.205; 140265588941.8024; 195115726936.6403;
Czech Republic; cz; cze; 1996; 1090644997764.677; 71553882844.9323; 126877599451.8199; 203441841174.0248; 264507970028.3784; 424263704265.5212;
Czech Republic; cz; cze; 2002; 1581736193851.497; 126289744675.0233; 186736027414.4431; 293588587133.7556; 374202583615.9955; 600919251012.2794;
Czech Republic; cz; cze; 2004; 1765599869821.946; 148540108313.0612; 191625782208.4769; 322969448861.5138; 421541173803.9126; 680923356634.9816;
Czech Republic; cz; cze; 2007; 2229997137872.666; 168584120029.8227; 247820538680.1506; 426644989340.6138; 551918840094.3566; 835028649727.7217;
Czech Republic; cz; cze; 2010; 2564425111619.22; 204369706606.0175; 293932972403.4323; 492665551198.7137; 621835934058.5895; 951620947352.467;
Czech Republic; cz; cze; 2013; 2659499024588.806; 223716472208.2226; 290775356826.171; 497187009811.7022; 626354359182.9839; 1021465826559.726;
Czech Republic; cz; cze; 2016; 3005215708919.291; 232845486527.7375; 328498018616.5554; 562090574177.8917; 739810136396.3884; 1141971493200.717;
Denmark; dk; dnk; 1987; 595170186601.799; 47365164711.72949; 68089031718.34689; 117469425455.2753; 150059841344.511; 212186723371.9362;
Denmark; dk; dnk; 1992; 682872717523.7714; 51181514802.08321; 69540765494.19029; 131896173456.2795; 177765484769.0543; 252488779002.164;
Denmark; dk; dnk; 1995; 783620810947.1553; 56604378526.54673; 89850196387.463; 156071579715.1363; 200048053923.3145; 281046602394.6948;
Denmark; dk; dnk; 2000; 950426281198.4614; 66093145742.43822; 108048623393.263; 189832686936.3153; 242870597568.9519; 343581227557.493;
Denmark; dk; dnk; 2004; 1094858659035.066; 75928797863.18825; 123180652464.6776; 212734796035.4908; 281101154021.0171; 401913258650.6924;
Denmark; dk; dnk; 2007; 1231625818914.876; 79964739583.85808; 138112667100.6379; 236123793582.48; 311205418916.7964; 466219199731.1033;
Denmark; dk; dnk; 2010; 1369396477274.952; 82807712695.98285; 145561742603.1763; 251696217275.6399; 346876140902.3357; 542454663797.8176;
Denmark; dk; dnk; 2013; 1432621815436.714; 95334213661.71898; 150458459926.0536; 260546019516.4558; 357560803335.5921; 568722318996.8932;
Denmark; dk; dnk; 2015; 1454461209531.985; 94495901589.74899; 141000912646.0249; 244387305729.1016; 358325861899.8047; 616251227667.3047;
Denmark; dk; dnk; 2016; 1520184624984.153; 96188894574.48584; 145459020902.1819; 249701430678.7939; 365350331539.2773; 663484947289.4141;
Denmark; dk; dnk; 2017; 1538690498897.757; 100358775060.5841; 148046079548.4229; 255654999225.1563; 377190341329.375; 657440303734.2188;
Denmark; dk; dnk; 2018; 1594005500470.038; 100922699655.7626; 153648166479.6875; 267470630826.3818; 390222323686.8384; 681741679821.3672;
Denmark; dk; dnk; 2019; 1636231875787.58; 106303533368.4368; 155673603539.5996; 271764495833.9038; 394802731283.6475; 707687511761.9922;
Denmark; dk; dnk; 2020; 1702886553741.042; 110587542007.9896; 162734526720.4248; 284624494454.6094; 413126027521.25; 731813963036.7676;
Denmark; dk; dnk; 2021; 1785219656775.637; 114649983688.099; 165692112651.3599; 293488437966.0938; 430605213625.9375; 780783908844.1467;
Denmark; dk; dnk; 2022; 1866651817403.799; 116106169504.0917; 173539363106.4063; 305861245845.0586; 444992631124.5313; 826152407823.7109;
Estonia; ee; est; 2000; 4194626572.930923; 214835996.8872146; 394861821.4254858; 648585511.32306; 988276467.1224898; 1948066776.172673;
Estonia; ee; est; 2004; 5677668461.331893; 352951902.9015907; 450510593.7622055; 906146135.0488164; 1373111780.738102; 2594948048.881178;
Estonia; ee; est; 2007; 9566893101.781658; 488061454.8564178; 928962919.8065819; 1709575932.824832; 2353550217.443106; 4086742576.85072;
Estonia; ee; est; 2010; 9780709286.31831; 634679388.5431074; 930604444.8251419; 1612741367.84041; 2443065429.112945; 4159618655.996705;
Estonia; ee; est; 2013; 12390258500.64341; 630760857.3219464; 990474319.6364872; 1949748458.657664; 3226906814.350738; 5592368050.676577;
Estonia; ee; est; 2016; 15624549358.00152; 703630742.8079441; 1511132244.308673; 2929294820.942905; 3917706880.033503; 6562784669.908495;
Finland; fi; fin; 1987; 53098204574.28897; 3722276036.18526; 7628601421.461447; 10405113924.73895; 13279579109.76234; 18062634082.14098;
Finland; fi; fin; 1991; 74632031596.7524; 5478644491.978917; 10878121392.29645; 14753230322.89584; 18453650266.49762; 25068385123.08357;
Finland; fi; fin; 1995; 73970520113.22488; 6277168292.978151; 10250849027.93533; 14528769891.76141; 17492733738.12477; 25420999162.42523;
Finland; fi; fin; 2000; 92146560064.38597; 6804479721.39798; 11555324823.16676; 17218238175.52702; 21730256916.80185; 34838260427.49237;
Finland; fi; fin; 2004; 111759987884.0828; 7744863696.371636; 13869535480.84298; 20202206137.88376; 26548530192.62313; 43394852376.36127;
Finland; fi; fin; 2007; 128597261482.98; 9355830372.271528; 15608297100.27413; 23610864957.48383; 30740459634.27749; 49281809418.673;
Finland; fi; fin; 2010; 140482989103.6812; 10106519675.54848; 17263622793.18319; 24957463529.78707; 33990541451.38573; 54164841653.7767;
Finland; fi; fin; 2013; 153739786458.5138; 10908448499.70202; 19369829500.92457; 26240192495.2657; 37092757358.91898; 60128558603.70256;
Finland; fi; fin; 2016; 158372745751.1562; 11871186257.59924; 20097133431.20768; 27495028396.7647; 37594378923.41485; 61315018742.16976;
France; fr; fra; 1970; 99124205233.42612; 5450484425.680916; 12590149393.94785; 17778199977.25159; 22696101062.19128; 40609270374.35449;
France; fr; fra; 1975; 197165594886.9123; 12082671585.92471; 27119363538.80247; 35997463015.04895; 44417658330.16115; 77548438416.97498;
France; fr; fra; 1979; 324699379627.8946; 24371242346.96497; 45293483958.84781; 59260790065.22681; 73154230610.17798; 122619632646.677;
France; fr; fra; 1984; 590573917757.6193; 45273740896.35989; 78749559453.38364; 105142877754.2666; 131098650361.9924; 230309089291.6167;
France; fr; fra; 1990; 811299629907.4983; 67927130504.57211; 111805146959.3139; 142646947928.8848; 179705191715.1992; 309215212799.5283;
France; fr; fra; 1996; 954351796827.2782; 79486006718.1167; 129312213840.6887; 176174237690.6954; 214505844004.6692; 354873494573.1082;
France; fr; fra; 1997; 972514112520.6603; 81089188501.52142; 128831779414.1413; 179101527897.5807; 221770208677.2888; 361721408030.1279;
France; fr; fra; 1998; 1008126155337.58; 85507335291.05617; 134168348297.8965; 187121770876.1199; 227314498885.5974; 374014201986.9099;
France; fr; fra; 1999; 1041639798767.076; 86679060674.56268; 136955943509.4497; 189483197168.9621; 233846774179.8832; 394674823234.2184;
France; fr; fra; 2000; 1089001001130.761; 88565272265.41785; 142994736060.1726; 195170180821.4321; 241780009439.1376; 420490802544.6005;
France; fr; fra; 2001; 1140349964260.109; 95018114356.55594; 151083602235.5927; 204163463581.6233; 252397961564.6793; 437686822521.6581;
France; fr; fra; 2002; 1188986638438.81; 100660858475.9279; 153626464462.7551; 212013948158.7184; 263844703139.4995; 458840664201.909;
France; fr; fra; 2003; 1214657009731.923; 101765012984.4432; 158415620200.2035; 216325689627.5329; 270861939885.4892; 467288747034.2543;
France; fr; fra; 2004; 1248057263007.319; 103374125295.833; 162855005360.8376; 220527860860.8004; 277655527004.6427; 483644744485.2051;
France; fr; fra; 2005; 1294101958846.767; 104506504960.4283; 160968229151.3398; 233985580257.103; 288053020561.8643; 506588623916.0313;
France; fr; fra; 2006; 1354710573061.524; 110835313123.0587; 171610852557.6976; 238667229027.3105; 296445254540.0293; 537151923813.4277;
France; fr; fra; 2007; 1400979974863.314; 112419412699.1433; 177980574076.6414; 249359699471.4468; 309612503681.9854; 551607784934.0977;
France; fr; fra; 2008; 1477173920656.596; 125307087964.0098; 179412901410.4678; 256339279167.334; 327974514637.96; 588140137476.8242;
France; fr; fra; 2009; 1485284142595.057; 116145381210.0052; 185199665920.3159; 262603317514.0244; 330690738193.7959; 590645039756.916;
France; fr; fra; 2010; 1527599090617.399; 119568082066.9389; 188561097515.6151; 263201364727.3019; 339495253499.6973; 616773292807.8457;
France; fr; fra; 2011; 1573032741178.003; 124355598819.9801; 192268979041.266; 267365515225.1034; 341970811906.5145; 647071836185.1387;
France; fr; fra; 2012; 1586547426372.733; 125310278063.0393; 195608521467.3897; 273234887762.7246; 345543922883.9294; 646849816195.6504;
France; fr; fra; 2013; 1592059352769.525; 135865053668.7836; 202294540205.1001; 277486301793.0671; 346950669103.9185; 629462787998.6553;
France; fr; fra; 2014; 1607501296496.677; 138961718894.7473; 200715009550.6273; 282055796601.8013; 351763538801.8898; 634005232647.611;
France; fr; fra; 2015; 1630075781440.406; 144715837129.2947; 204087064267.8458; 278317132413.397; 354333084337.3469; 648622663292.5215;
France; fr; fra; 2016; 1640432358503.114; 143506419758.2293; 207428492124.8781; 282951454701.7333; 357769727906.0984; 648776264012.1743;
France; fr; fra; 2017; 1670256989733.829; 146667431729.36; 210483416004.3399; 283322622719.7028; 367654898007.0701; 662128621273.3558;
France; fr; fra; 2018; 1720222612428.165; 147698732931.8271; 210203098460.9422; 284690878508.5841; 374371914106.275; 703257988420.5369;
France; fr; fra; 2019; 1755323955317.73; 154142859547.0993; 212817209295.2231; 296695618316.8677; 385458564794.4849; 706209703364.0554;
France; fr; fra; 2020; 1803968839365.424; 163155496063.9103; 219443637088.4395; 307659316529.2205; 402178954455.6832; 711531435228.1705;
Germany; de; deu; 1973; 487516542117.4386; 31443223113.63931; 61932299481.28726; 97372651467.3334; 120135093459.1158; 176633274596.0629;
Germany; de; deu; 1978; 692233771785.1326; 46535746956.18523; 81326458756.55136; 140993827634.7134; 171551832976.0303; 251825905461.6522;
Germany; de; deu; 1983; 876410256144.6802; 64662227973.93423; 108764728696.174; 170947971426.4683; 212163719073.3924; 319871608974.7112;
Germany; de; deu; 1984; 719445007104.4026; 53201104189.87; 85322315316.88142; 147072823145.2369; 179436430137.9226; 254412334314.4917;
Germany; de; deu; 1985; 742230013516.4937; 57302498792.40423; 83273151946.05359; 155205943242.5786; 183324426623.608; 263123992911.8492;
Germany; de; deu; 1986; 779650763645.796; 58141760607.88667; 90660421319.66238; 165688580930.6212; 192320896652.7164; 272839104134.9095;
Germany; de; deu; 1987; 810317527400.5146; 59756882949.89295; 94682666534.68674; 170921392313.507; 200437180974.9592; 284519404627.4688;
Germany; de; deu; 1988; 861681502163.0635; 63186303492.90427; 107439434201.1349; 180507718371.6964; 201087253751.7161; 309460792345.6118;
Germany; de; deu; 1989; 916147493366.8829; 66591861046.54364; 113106350426.1651; 189571815622.3136; 221181182540.2026; 325696283731.658;
Germany; de; deu; 1990; 988709524321.9412; 71844968934.7998; 120644135575.7768; 198485395692.8452; 242884350404.5908; 354850673713.9286;
Germany; de; deu; 1991; 1208392481991.971; 86605496415.39725; 144026852340.8789; 238778733445.7373; 299669310227.0637; 439312089562.8939;
Germany; de; deu; 1992; 1294412642206.003; 93483380021.57014; 154952388872.1461; 260892375623.2711; 323859522494.3134; 461224975194.7017;
Germany; de; deu; 1993; 1355688024551.316; 99533015779.41939; 163431502133.0059; 278837604932.9932; 331642807800.4811; 482243093905.4166;
Germany; de; deu; 1994; 1364245222357.744; 103133721789.8072; 168532756544.328; 272484640004.5108; 341589201439.6887; 478504902579.4094;
Germany; de; deu; 1995; 1397991096693.134; 106900210631.9395; 168470987399.8294; 290588318584.2351; 341650424746.9822; 490381155330.1474;
Germany; de; deu; 1996; 1438083578688.711; 115290799851.6063; 173217365218.162; 295288142797.881; 357152371663.3492; 497134899157.7126;
Germany; de; deu; 1997; 1435408872742.292; 113518509404.4389; 186803552941.7025; 289944857419.0931; 348178578443.5862; 496963374533.4713;
Germany; de; deu; 1998; 1497094367224.698; 123231666894.8432; 188045011883.2226; 296918584461.8884; 368877641049.8802; 520021462934.863;
Germany; de; deu; 1999; 1545148229656.824; 128270189669.5739; 191973712265.0401; 313449119460.3878; 371745881259.6827; 539709327002.1396;
Germany; de; deu; 2000; 1461905573220.59; 4631796536.817956; 195711402645.9864; 320607772418.4891; 389720906483.5941; 551233695135.7024;
Germany; de; deu; 2001; 1618015637874.564; 132449825252.9661; 194875241498.2727; 323332987230.6619; 393520676819.9885; 573836907072.6748;
Germany; de; deu; 2002; 1672749728901.893; 139254281036.3544; 200746014027.1757; 332441405881.6505; 416899326271.8139; 583408701684.8989;
Germany; de; deu; 2003; 1666534754140.175; 136944986683.1206; 197091085476.4062; 328180723569.3126; 415344785427.6235; 588973172983.7122;
Germany; de; deu; 2004; 1703935425764.392; 143584277745.216; 201068191866.3455; 327166481481.0441; 429141593935.3289; 602974880736.4573;
Germany; de; deu; 2005; 1722402708742.464; 142771662135.5623; 195565242951.9949; 319534925579.178; 423669218776.3102; 640861659299.4189;
Germany; de; deu; 2006; 1761762693575.768; 145675982600.9407; 202268310806.5508; 323348303167.0499; 437373775515.6069; 653096321485.6201;
Germany; de; deu; 2007; 1810720839648.337; 142298557577.3938; 207522719697.1534; 324807266789.1593; 449773420532.4882; 686318875052.1428;
Germany; de; deu; 2008; 1841418342940.331; 145534092006.8008; 206003998307.8676; 339381317728.3888; 449563069305.0018; 700935865592.272;
Germany; de; deu; 2009; 1850654335051.818; 147729017933.0492; 216723526455.7918; 330986648629.7325; 446096356633.4285; 709118785399.8159;
Germany; de; deu; 2010; 1847880160245.377; 146350520289.7741; 212023956255.0585; 323306642323.4485; 455679761154.0169; 710519280223.0796;
Germany; de; deu; 2011; 1895469994004.261; 150945168180.3878; 215814999565.2674; 338628988134.6746; 453150671064.0279; 736930167059.9031;
Germany; de; deu; 2012; 1921575004265.856; 155802198883.634; 225991483208.3186; 331638736683.42; 465365147674.5415; 742777437815.9418;
Germany; de; deu; 2013; 1981931950939.453; 164740327897.3963; 227722251438.1806; 341430286309.3213; 476656884333.1611; 771382200961.3938;
Germany; de; deu; 2014; 2002967258005.809; 168517326382.7132; 227899373252.0883; 343428722431.382; 490997118832.555; 772124717107.0699;
Germany; de; deu; 2015; 2111685566362.314; 173416990897.9405; 229259333521.3437; 369932829570.5753; 509044628782.3812; 830031783590.0736;
Germany; de; deu; 2016; 2181119368057.403; 179213448137.3593; 239684437903.7367; 373499554656.5213; 517423346265.612; 871298581094.1742;
Germany; de; deu; 2017; 2221838757836.137; 183095173340.1218; 245124929221.3445; 383940548472.8735; 536209921063.3237; 873468185738.4733;
Germany; de; deu; 2018; 2351590364632.33; 186718313078.3123; 257999433037.8242; 399356245334.6515; 562581315465.8352; 944935057715.7062;
Germany; de; deu; 2019; 2455520196545.602; 196983824827.7059; 272491674354.8498; 419670255296.1168; 585293180147.7375; 981081261919.1913;
Germany; de; deu; 2020; 2592143023518.494; 203023840084.5108; 277317677382.5767; 455290755548.2273; 604768163274.0406; 1051742587229.139;
Georgia; ge; geo; 2009; 10433470944.1682; 459184249.8365224; 710120574.9101017; 1278055265.621136; 2344166867.327475; 5641943986.47296;
Georgia; ge; geo; 2010; 11578650441.92244; 505028203.9203445; 818004770.3981973; 1515457375.734229; 2636449319.291773; 6103710772.577896;
Georgia; ge; geo; 2011; 13044652452.48837; 575143285.3195853; 920310580.237357; 1765727235.865996; 2937258079.455121; 6846213271.610312;
Georgia; ge; geo; 2012; 14550409925.83976; 714125591.945922; 1150214166.957096; 2066461867.387595; 3498113795.131964; 7121494504.417182;
Georgia; ge; geo; 2013; 16665982401.53441; 867900462.2458405; 1463255255.630044; 2362785308.461267; 4032233707.647526; 7939807667.549733;
Georgia; ge; geo; 2014; 19172652847.03584; 1064222680.620314; 1797956045.481126; 2998283798.477623; 4592095195.12238; 8720095127.334396;
Georgia; ge; geo; 2015; 19581415877.4437; 1048216152.454543; 1718773178.306445; 2964050937.277839; 4707820849.921755; 9142554759.483116;
Georgia; ge; geo; 2016; 20715076163.15728; 1085009766.863109; 1826119126.768488; 3113341765.520272; 5132259705.631886; 9558345798.373522;
Georgia; ge; geo; 2017; 21760387807.08889; 1056904608.962095; 1963994344.498698; 3283633242.860548; 5346961904.304981; 10108893706.46257;
Georgia; ge; geo; 2018; 21406910003.49561; 1165637514.089608; 2067235794.241383; 3416246386.593232; 5367583147.243705; 9390207161.327679;
Georgia; ge; geo; 2019; 23297022481.50252; 1252454164.187349; 2210400718.577698; 3698237454.243412; 5562634392.310193; 10573295752.18387;
Georgia; ge; geo; 2020; 23878022109.8833; 1439493715.383315; 2247550394.697965; 3939012216.234772; 5840570484.839495; 10411395298.72776;
Georgia; ge; geo; 2021; 25519839325.08039; 1734338590.101889; 2598759912.012965; 4120905180.887588; 6231845951.282853; 10833989690.7951;
Georgia; ge; geo; 2022; 28657315797.51942; 1599715048.76072; 2945777256.054761; 4542325221.18144; 7456427215.023618; 12113071056.49887;
Greece; gr; grc; 1995; 67259118347.87345; 4636850426.477166; 6617321883.328315; 11362212557.8808; 16325060649.13452; 28317672831.05265;
Greece; gr; grc; 2000; 99241238107.31549; 7666066983.8501; 8309692363.959947; 17035279703.80324; 24195624696.96514; 42034574358.73706;
Greece; gr; grc; 2002; 119456533813.5506; 9593917030.615021; 12597064407.69003; 20483162997.41438; 27794779008.73146; 48987610369.09974;
Greece; gr; grc; 2003; 126009344988.1674; 9884853817.921602; 13805316775.95454; 21164694646.87101; 29623826987.44082; 51530652759.97942;
Greece; gr; grc; 2004; 136585003474.8056; 10779388142.5976; 14698981884.4985; 22369905268.60161; 31861272355.73763; 56875455823.37023;
Greece; gr; grc; 2005; 143653704655.9005; 11685692892.79262; 15423045640.84948; 23101362690.74309; 32431842153.32002; 61011761278.1953;
